value,dwin,hnai
တဝိုက်,,
တာဝေး,,
တားမြစ်ကုန်,,
တိတ်ခွေ,,
တိုက်စစ်,,
တိုကျို,,
တိုင်ကီ,,
တိုင်ကြားစာ,,
တိုင်းတပါး,,
တိုး,,
တိုးတာချက်,,
တိုးမြှင့်လစာ,,
တီးစိုက်,,
တူးဆော့,,
တူးမြောင်း,,
တော့အာ,,
တွင်းပိုင်း,,
ထရပ်ကား,,
ထရမ်,,
ထရီဘက်,,
ထိပ်ဖျား,,
ထု,,
ထူတောင်ရေး,,
ထောင်သား,,
ထွက်ပေါက်,,
ထွက်လာချိန်,,
ဒက်ဘလင်,,
ဒဗလျုအက်ဖ်အယ်အေ,,
ဒဗလျူစီဒဗလျူ,,
ဒမစကတ်ဒ်,,
ဒရိုင်ဘာ,,
ဒါဖါ,,
ဒါဘာဇ်,,
ဒီရာသီ,,
ဒီအမ်ဇာတ်,,
ဒုတိယ-ဗိုလ်လုပွဲ,,
ဒေတာ,,
ဒေါင်နာ,,
ဓားစားခံ,,
နမူနာ,,
နာဗားဒါ,,
နာရီပိုင်း,,
နေရာလွတ်,,
နေရှင်,,
နောက်ဆုတ်,,
နော်ဝေး,,
နေ့ကလေးထိန်းကျောင်း,,
နှင်း,,
နှစ်မြှုပ်,,
ပင်နယ်တီ,,
ပစိဖိတ်,,
ပညာ,,
ပညာကြားခွင့်,,
ပညာပေးရေး,,
ပန်ဂါ,,
ပရိသတ်,,
ပိုက်,,
ပိုလီနေးရှား,,
ပို့အယူပရင့်စ်,,
ပီတာစဘတ်,,
ပုပ်ရဟန်းမင်းကြီး,,
ပုံမှန်,,
ပေါလ်,,
ပေါ်လစီ,,
ပေးချက်,,
ပေးရာ,,
ပြခဲ့ချိန်,,
ပြင်သစ်-ကေအန်လ်အမ်,,
ပြည်သူလူထု,,
ပြန်တမ်း,,
ပြာ,,
ပြုပြင်ရာ,,
ပြူတင်းပေါက်,,
ဖယ်ရီ,,
ဖလူဂျ,,
ဖူ့နာ,,
ဖော်ထုတ်ရာ,,
ဖော်ရမ်,,
ဖေ့ဒ်,,
ဖြစ်စဥ်,,
ဖြည့်စွက်ချက်,,
ဖွံ့ဖြိုးတိုးတက်ရေး,,
ဗိုရိုနင်,,
ဗုဒ္ဓဘာသာဝင်,,
ဗုံးဆန်,,
ဗွီဒီယူပီ,,
ဘက်ကဒတ်,,
ဘက်ဖို့ရှိုင်းယား,,
ဘဏ္ဍာရေး,,
ဘယန့်ဒ်,,
ဘယ်ရီ,,
ဘယ်လ်ဂျီယမ်,,
ဘရင့်,,
ဘရစ်ခ်ျ,,
ဘရစ်အမ်,,
ဘရောင်း,,
ဘရွန်စ်,,
ဘာကွာ,,
ဘာတီကန်,,
ဘာနို,,
ဘာမင်ဂန်,,
ဘာရီ,,
ဘာသာရပ်,,
ဘိုလ်လာဒ်,,
ဘီဇလီ,,
ဘီယာ,,
ဘီလီယံ,,
ဘူဒါပက်စ်,,
ဘော့စ်နီးယား,,
ဘော်နီယို,,
ဘွတ်ရှ်,,
ဘွရှ်,,
မက်ကာနီ,,
မက်ကာနေ,,
မက်ဆုဒ်,,
မက်ရန်,,
မစင်,,
မစ်ဆိုရီ,,
မစ်ဒ်လန်းဒ်,,
မနေ့,,
မန်ဒိုဇာ,,
မန်နေဂျာချုပ်,,
မရန်ဒါလိခ်,,
မာစတာချက်ဖ်,,
မာနာနာ,,
မာရေးဖီး,,
မိခင်,,
မိချောင်ဂိုင်,,
မိုဇက်ကာ,,
မိုရိုကို,,
မိုးရေချိန်,,
မီလန်,,
မီးခိုး,,
မီးတောင်,,
မုန့်,,
မူဆာဗီ,,
မူရင်း,,
မော,,
မော်ဂန်,,
မေးခဲ့ချိန်,,
မေးမြန်းချက်,,
မေးရိုး,,
မဲဆန္ဒ,,
မဲလ်လစ်ခ်,,
မျက်မှောက်,,
မျိုးကွဲ,,
မြစ်ဆုံ,,
မြေဩဇာ,,
မွန်တီစီတို,,
မွန်ထရီ,,
မှတ်စု,,
မှတ်ပုံတင်,,
ယိုဂျာကာတာ,,
ယူအက်စ်,,
ယူအိုဒဘလျူ,,
ယှဉ်ပြိုင်သူ,,
ရက်ဒီ,,
ရည်မှန်းထားချက်,,
ရရှိခဲ့ချိန်,,
ရလာချိန်,,
ရိုစန်,,
ရို့,,
ရီဗယ်စတုတ်,,
ရုပ်ပုံ,,
ရေခဲ,,
ရေတပ်ဌာနချုပ်,,
ရောကွန်ဘ်,,
ရော့ဝဲလ်,,
ရော်နယ်ဒို,,
ရေ့စ်,,
ရွန်မ်နီ,,
ရွာသား,,
ရှပ်,,
ရှုထောင့်,,
လက်ထပ်ရေး,,
လက်ပစ်ဗုံး,,
လက်ရွေးစင်,,
လက်ရွေးစဉ်,,
လင်္ကာ,,
လစ်တ်ဗင်နကို,,
လစ်ဘနွန်,,
လည်ချောင်း,,
လန်ဒီ,,
လမ်းကွေ့,,
လမ်းဆုံလမ်းခွ,,
လမ်းထောင့်,,
လယ်ယာ,,
လာဘ်,,
လိင်ဆက်ဆံတာ,,
လီယိုနီဆာ,,
လုပ်ငန်းစဥ်,,
လုပ်အားခ,,
လူငယ်,,
လူစုလူဝေး,,
လူမျိုးရေး,,
လူမှုအစည်းအဝေး,,
လူအုပ်စု,,
လေ,,
လေပြင်း,,
လော်ရီ,,
လျှောက်လွှာတင်ချိန်,,
လွတ်မြောက်ရေး,,
လွတ်လပ်ရေး,,
လှိုင်း,,
လှေကား,,
လှေကားခွင်,,
ဝက်ရှ်,,
ဝစ်ဂ်,,
ဝစ်စလေ,,
ဝဘ်ဆိုဒ်,,
ဝရမ်းပြေး,,
ဝါးလ်ဒ်,,
ဝိုင်ဟောက်,,
ဝိုလောင်းဂွန်,,
သက်မွေးအလုပ်,,
သင်္ချိုင်းဂူ,,
သင်္ဘောသား,,
သတင်းစကား,,
သတင်းစာဆရာ,,
သတ္တုဒြပ်စင်,,
သန့်စင်ခန်း,,
သန်းခေါင်,,
သမ္မကျမ်းစာ,,
သမ္မတစနစ်,,
သာဓက,,
သိုလှောင်ကုန်,,
သိုလှောင်ရုံ,,
သုံးသပ်ချက်,,
သူပုန်,,
သူမကိုယ်သူမ,,
သူလျှို,,
သောင်တင်နေခဲ့ချိန်,,
သံသယ,,
သွင်ပြင်,,
သွေး,,
ဟက်ဂစ်,,
ဟန်လီ,,
ဟန်လေ,,
ဟန်းဝပ်ဒ်,,
ဟပ်ဒူး,,
ဟမ်မီတန်,,
ဟမ်ရှိင်းယား,,
ဟာဒီ,,
ဟိုက်,,
ဟိုင်တီ,,
ဟီရိုရှီးမား,,
ဟီးလ်စ်,,
ဟီးသရိုး,,
ဟူးရ်,,
ဟောကိန်း,,
ဟောလ်ဝေ့ခ်ျ,,
ဟော်ကီ,,
အကောင်,,
အက်စ်ပရန်တို,,
အက်ဘလ်လင်န်,,
အက်ရှ်,,
အကျဉ်းချုပ်,,
အကျိုးခံစားခွင့်,,
အကျိုးဆက်ရလာဒ်,,
အကျိုးရလဒ်,,
အကြပ်အတည်း,,
အကြပ်အတဲ,,
အကြံအစည်,,
အကွေ့,,
အခြေခံ,,
အခြေအနေမျိုး,,
အင်းဘရက်,,
အစဉ်,,
အစု,,
အစုံလိုက်,,
အစွန်ဆုံး,,
အဆက်သွယ်,,
အဆင့်တိုင်း,,
အဆိုပြုလွှာ,,
အဌမ,,
အတားအဆီး,,
အတောတွင်း,,
အတော်,,
အတ်ကင်စ်,,
အထင်မြင်မှား,,
အထွက်နှုန်း,,
အနက်ရောင်,,
အနည်းဆုံး,,
အနာပိုလိစ်,,
အနိုင်အရှုံး,,
အနီးနား,,
အန်ဗာရွန်းစ်,,
အန်အက်ဖ်အယ်လ်,,
အနှေးယဉ်,,
အပစ်ခတ်,,
အပါအဝင်,,
အပိုချိန်,,
အပိုင်းအခြား,,
အပြင်ပန်း,,
အပြန်,,
အမိန့်စာ,,
အမေဇုန်,,
အများ,,
အမြစ်,,
အမှတ်စာရင်း,,
အမှန်,,
အမှုဆောင်,,
အယ်ဒါမာ့စ်တန်,,
အယ်လ်ပီ,,
အယ်အိုင်အာအာ,,
အရည်အချင်း,,
အရုပ်ဆိုင်,,
အရုပ်တွှေ,,
အရောင်း,,
အရှည်,,
အလင်းတန်း,,
အလားအလာ,,
အလုပ်လက်မဲ့နှုန်း,,
အလုပ်အကိုင်,,
အလောင်း,,
အလံ,,
အသက်အရွယ်,,
အသင်းချုပ်,,
အသာစီး,,
အသေးဖွဲအပြစ်,,
အသံ,,
အသံဖမ်းစက်,,
အသံဖိုင်,,
အသံလှိုင်း,,
အာဖကန်နစ်စတန်,,
အာမေးနီးယား,,
အာရပ်နိုင်ငံသား,,
အာလာချီ,,
အား,,
အားလုံးပေါင်း,,
အားအင်,,
အိတ်,,
အိဒ်,,
အိန်ဂျယ်လစ်,,
အိန်ဂျလိစ်,,
အိပ်ချိန်း,,
အိမ်စောင့်စည်းမျဉ်း,,
အိုင်အက်စ်ပီ,,
အိုင်အာအက်စ်,,
အိုတဝ,,
အိုအီးစီဒီ,,
အီဆာဝီ,,
အီဒင်ဘရပ်,,
အီဗန်,,
အီယူ,,
အီရီ,,
အေဇက်,,
အေဒင်ဘာ့,,
အေပရယ်,,
အေရာ,,
အေအာဒီ,,
အောင်နိုင်ရေး,,
အော့ကလန်း,,
အဲဒိနေရာ,,
အဲဒီနေရာ,,
အွန့်,,
ဥပဒေပြုအမတ်,,
ဦး,,
ဧက,,
စက်တင်ဘာ,10,
မူဝါဒ,10,
မဲဆန္ဒနယ်,10,
နောင်,9,
လေကြောင်း,9,
ဆန္ဒခံယူပွဲ,7,
ဇယား,7,
လက်အောက်,7,
ဝက်ဘ်ဆိုဒ်,7,
သင်တန်း,7,
နေ့လည်ပိုင်း,6,
ပွဲစဥ်,6,
ဖိုင်နယ်,6,
လူသား,6,
ကွန်ရက်,5,
ခေတ်,5,
စည်းကမ်း,5,
စတိုးဆိုင်,5,
စာစောင်,5,
ဆူဒန်,5,
ဇုန်,5,
ဇူလိုင်,5,
တစ်ဝိုက်,5,
တီမော,5,
ထောင့်,5,
မွန်ထရီရယ်,5,
ဝါဒ,5,
အင်တာနက်,5,
အထက်,5,
အယောက်,5,
အလှည့်,5,
အာဖကန်နစ္စတန်,5,
ကမ်းမြောင်ဒေသ,4,
ကာနယ်,4,
ကော်မရှင်,4,
ခရီး,4,
ခေါင်းကြီးပိုင်း,4,
စစ်တပ်,4,
ဆင်ခြေဖုံး,4,
ဇာတ်ကား,4,
တပတ်,4,
နိုင်ခြေ,4,
ပတ်လမ်း,4,
ပိတ်ရက်,4,
ပြတိုက်,4,
မိသားစု,4,
မီတာ,4,
မြို့နယ်,4,
မြေပုံ,4,
လက်ထက်,4,
လမ်းမကြီး,4,
လောင်စာ,4,
သမိုင်းကြောင်း,4,
အကုန်,4,
အကောင့်,4,
ကာတာ,3,
ကုန်သွယ်ရေး,3,
ကြွက်,3,
ခုံရုံး,3,
ချန်ပီယံ,3,
ငြိမ်းချမ်းရေး,3,
ငှက်,3,
စက်,3,
စစ်ဆေးရေး,3,
စီးရီး,3,
စံချိန်,3,
စွမ်းအင်,3,
ဆိုက်,3,
ဇာတ်လမ်း,3,
ဌာနခွဲ,3,
တက္ကစီ,3,
တနင်္ဂနွေ,3,
တီးဝိုင်း,3,
တောင်တန်း,3,
တောင်ဘက်ပိုင်း,3,
ဒီဇိုင်း,3,
ဒုံးပျံ,3,
ဒေလီ,3,
နန်းတော်,3,
နွေဦး,3,
ပညာရပ်,3,
ပတ်လမ်းကြောင်း,3,
ပါကင်,3,
ပိုင်နက်,3,
ပွိုင့်,3,
ဖလားပွဲ,3,
ဖလော်ရီဒါ,3,
ဖြစ်နေချိန်,3,
ဖွဲ့,3,
ဘတ်စ်ကား,3,
ဘာသာရေး,3,
ဘောလုံး,3,
မက်ဆီကို,3,
မော်တော်ယာဉ်,3,
မြင်း,3,
မြို့လယ်ခေါင်,3,
ယဉ်ကျေးမှု,3,
ယှဉ်ပြိုင်ပွဲ,3,
ရာပေါင်း,3,
ရေပိုင်နက်,3,
ရေလက်ကြား,3,
ရောက်ရှိချိန်,3,
ရွှေးကောက်ပွဲ,3,
ရှန်ဟိုင်း,3,
လက်မ,3,
ဝက်ဝံ,3,
ဝီလ်ကီပီးဒီးယား,3,
သီချင်း,3,
သြဂုတ်,3,
အက်ဖ်,3,
အခွင့်အရေး,3,
အစုအဝေး,3,
အတ္တလန်တာ,3,
အထောက်အကူ,3,
အဒမ်,3,
အနုပညာရှင်,3,
အနောက်,3,
အပြင်ဖက်,3,
အမေရိကား,3,
အမ်ဝုဒ်,3,
အီဂျစ်,3,
အီးမေး,3,
အေ.အမ်,3,
အောက်ဘက်,3,
GMT,2,
ကက်စ်,2,
ကင်ညာ,2,
ကစားချိန်,2,
ကဗျာ,2,
ကမ်းစပ်,2,
ကမ်းနား,2,
ကမ်းလွန်,2,
ကယ်လီဒိုးနီးယား,2,
ကာဒစ်,2,
ကိုင်ရို,2,
ကိုဆိုဗို,2,
ကို့စ်,2,
ကုန်တိုက်,2,
ကုန်းတွင်းပိုင်း,2,
ကုန်းမြေ,2,
ကြမ်းပြင်,2,
ကြားကာလ,2,
ကြေညာရာ,2,
ကွင်းစလန်း,2,
ခရစ်ကတ်,2,
ခလုပ်,2,
ခေါင်စာရင်း,2,
ချက်ဗ်,2,
ခြေစစ်ပွဲ,2,
ဂဘ်ဘွန်,2,
ဂျာကာတာ,2,
ဂျို့စ်,2,
ဂျေရုစလင်,2,
ဂျေရုဆလင်,2,
စက်မှု,2,
စကွဲ,2,
စတင်ခဲ့ချိန်,2,
စတပ်,2,
စပါးသီးနှံ,2,
စာတန်း,2,
စားနပ်ရိက္ခာ,2,
စိတ်ကူး,2,
စီရင်စုနယ်,2,
စီအန်အန်,2,
စီးတီး,2,
စုံထောက်,2,
စံသတ်မှတ်ချက်,2,
ဆန့်ကျင်ဘက်,2,
ဆာဘီးယား,2,
ဆိုဒ်,2,
ဆီ,2,
ဆီမီးဖိုင်နယ်,2,
ဆော့ဖ်ဝဲလ်,2,
ဆွေမျိုး,2,
ညီအစ်ကို,2,
တစ်နေရာရာ,2,
တစ်လွှား,2,
တည်ဆောက်ပုံ,2,
တပ်ရင်း,2,
တရုတ်ပြည်,2,
တိရိစ္ဆာန်ရုံ,2,
တိုက်,2,
တိုင်ပေ,2,
တူ,2,
တောင်ကုန်း,2,
တွစ်တာ,2,
ထင်မြင်ချက်,2,
ဒဏ်ငွေ,2,
ဒုံးကျည်,2,
ဓာတ်ပေါင်းဖို,2,
နက်ဝက်,2,
နာယက,2,
နာရီခွဲ,2,
နားချိန်,2,
နိုင်ဂျီးရီးယား,2,
နီပေါ,2,
နောက်ကျောဘက်,2,
နောက်တန်း,2,
နောက်ဘက်,2,
နျူကလီးယား,2,
နှစ်စဉ်,2,
နှစ်လယ်ပိုင်း,2,
ပန်စီဗန်နီးယား,2,
ပန်း,2,
ပရစ်,2,
ပိတ်ချိန်,2,
ပိုလန်,2,
ပုံရိပ်,2,
ပြဇာတ်ရုံ,2,
ပြည့်နှစ်,2,
ပြီးဆုံးချိန်,2,
ပြောချိန်,2,
ဖက်,2,
ဖာရင်ဟိုက်,2,
ဖိုရမ်,2,
ဖီဂျီ,2,
ဖေဖော်ဝါရီ,2,
ဖေ့ဘုတ်,2,
ဗြူးဖေါ့,2,
ဘယ်လ်ဂျီယံ,2,
ဘလော့,2,
ဘာမင်ဟမ်,2,
ဘိုလီးဗီးယား,2,
ဘီဂျင်း,2,
ဘီစီ,2,
ဘောင်းဘီ,2,
ဘွဲ့,2,
မက္ကာ,2,
မက်ဒီဂတ်စကာ,2,
မိနစ်ပိုင်း,2,
မိန်း,2,
မိုက်ခရိုကာနယ်,2,
မေး,2,
မျှော်စင်,2,
မြက်ခင်းပြင်,2,
မြစ်,2,
မြို့တော်ဝန်,2,
ယခုနေ့,2,
ယူနိုက်တက်,2,
ယူအက်,2,
ရဝမ်ဒါ,2,
ရေတိမ်ပိုင်း,2,
ရေယာဉ်,2,
ရေအိုင်,2,
ရောင်းအား,2,
ရော့,2,
ရှယ်ယာ,2,
ရှိချိန်,2,
ရှေ့နေ,2,
လင်းနို့,2,
လမ်းခုလတ်,2,
လိုဂတ်,2,
လီ,2,
လီဗာပူး,2,
လူဉီးရေ,2,
လေထဲ,2,
လေယာဉ်မောင်း,2,
လေယာဉ်မှူး,2,
လေးပုံတစ်ပုံ,2,
လျှောက်လွှာ,2,
လွတ်တော်,2,
ဝက်ဝံညို,2,
ဝဒ်ဆိုက်,2,
ဝဘ်ဆိုက်,2,
ဝီကီနယူး,2,
ဝေးလ်,2,
သဂေါ့ဖားသား,2,
သရုပ်ဆောင်ခန်း,2,
သဝဏ်လွှာ,2,
သိချင်စိတ်,2,
သီအိုရီ,2,
သေဒဏ်,2,
သြဇာ,2,
ဟယ်စင်ကီ,2,
ဟာဒ်,2,
ဟောလီးဝုဒ်,2,
အက်စ်အယ်အမ်,2,
အကျင့်,2,
အကျဉ်းသား,2,
အကြိုဗိုလ်လုပွဲ,2,
အချိန်တိုလေး,2,
အတတ်ပညာ,2,
အနား,2,
အနောက်ဘက်ပိုင်း,2,
အန်နာကော့ဒ်,2,
အန်အိတ်ခ်ျအယ်လ်,2,
အန်အေအိုအက်စ်စီ,2,
အပစ်အခတ်,2,
အပေးအယူ,2,
အပြုအမူ,2,
အဖွင့်,2,
အဖွဲ့ချုပ်,2,
အမတ်,2,
အမြန်လမ်း,2,
အမှုထမ်း,2,
အရပ်သား,2,
အလက်စကာ,2,
အလွဲသုံးစား,2,
အသနားခံလွှာ,2,
အာဆင်နယ်,2,
အားကစားပွဲ,2,
အိတ်စ်ပလိုရာ,2,
အိုင်ဖုန်း,2,
အိုင်အိုဝါ,2,
အိုးပင်း,2,
အီး,2,
အီးဘေး,2,
အုပ်,2,
အေဇာဘိုင်ဂျန်,2,
အေဘီစီ,2,
ဥရောပဇုန်,2,
Answers.com,1,
C,1,
CentralWorld,1,
II,1,
UTC,1,
www.icftu.org,1,
ကင်ဂေရီ,1,
ကင်စတန်,1,
ကင်ဆာ,1,
ကင်ဘာရာ,1,
ကင်ရှာဆာ,1,
ကင်းဒန်,1,
ကင်းဒန်း,1,
ကစားကွက်,1,
ကစားပုံ,1,
ကစားပွဲစဉ်,1,
ကစားပွဲစဥ်,1,
ကန်ဒဟာ,1,
ကန်နင်းဝေါ့ခ်,1,
ကပ်ပပ်ကီး,1,
ကပ်ဘေး,1,
ကပြောင်းကပြန်,1,
ကဗျာရှည်,1,
ကမ္ဘာတဝှမ်း,1,
ကမ္ဘောဒီးယား,1,
ကမ်ဘာလဲန်း,1,
ကမ်းပါး,1,
ကမ်းမြှောင်,1,
ကမ်းရိုးတန်းပိုင်း,1,
ကယ်ဂလိုရီး,1,
ကရီဂါဗွန်,1,
ကလန်နာရောင်း,1,
ကလေးသူငယ်,1,
ကာကပ်,1,
ကာကွယ်ဆေး,1,
ကာစ,1,
ကာစီနို,1,
ကာဇက်စတန်,1,
ကာနက်ဇ်,1,
ကာနာဗာရယ်,1,
ကာနေဗယ်ပွဲ,1,
ကာဘလာ,1,
ကာရစ်ဘီယန်,1,
ကာရာလာ,1,
ကာလိုင်းလ်,1,
ကာလီဆဲ,1,
ကာ့ဒ်,1,
ကား-ဗုံး,1,
ကားချပ်,1,
ကားရပ်နားရာနေရာ,1,
ကိတ်ကော့ဒ်,1,
ကိုက်,1,
ကိုပင်ဟေဂင်,1,
ကိုဘီ,1,
ကိုမိုရိုစကီ,1,
ကိုယ်,1,
ကိုယ်ခန္ဓာ,1,
ကိုယ်ထည်,1,
ကိုလမ်ဘီယာ,1,
ကိုလီမင်း,1,
ကီဂါလီ,1,
ကီရာလာ,1,
ကီးနီး,1,
ကုန်ကျစားရိတ်,1,
ကုန်စည်ဒိုင်,1,
ကုန်တင်,1,
ကုန်တွဲ,1,
ကုန်ပစ္စည်း,1,
ကုန်ပိုင်း,1,
ကုန်းပတ်,1,
ကုမ်မာ,1,
ကူဘီက,1,
ကူရှင်,1,
ကေအက်စ်စီ,1,
ကေအန်ကေတီ,1,
ကေအိုရှိုင်း,1,
ကောက်ခံပွဲ,1,
ကောင့်ဒေါင်း,1,
ကောင်တာ,1,
ကောဆူဇာဖိုင်လို,1,
ကောလဟာလ,1,
ကော့ရီရာ-မေးလ်,1,
ကော်ပီ,1,
ကော်ဖီ,1,
ကံကြမ္မာ,1,
ကျန်ချိန်,1,
ကျမ်း,1,
ကျရောက်ချိန်,1,
ကျားလေး,1,
ကျောကုန်း,1,
ကျောက်ဖြစ်ရုပ်ကြွင်း,1,
ကျွန်းဆွယ်ပိုင်း,1,
ကြက်တောင်,1,
ကြသပတေးနေ့,1,
ကြားချိန်,1,
ကြားလွှာ,1,
ကြိုးပမ်းရာ,1,
ကြူဆာရာ,1,
ကြေညာစာ,1,
ကြေညာထားခံရချိန်,1,
ကြော,1,
ကြော်ငြာချက်,1,
ကြော်ငြာချိန်,1,
ကြေးမုံ,1,
ကွက်,1,
ကွင်းစ်လန်,1,
ကွင်းပြင်ကြီး,1,
ကွန်တီ,1,
ကွန်ဗားရှင်း,1,
ကွာရီယို,1,
ကွိင်းစ်လန်,1,
ကွီးဘက်,1,
ခ,1,
ခန္တာကိုယ်သွေး,1,
ခန်းမဆောင်,1,
ခရစ္စမတ်,1,
ခရစ်ကက်,1,
ခရစ်စမတ်,1,
ခရိ,1,
ခရီးလမ်းကြောင်း,1,
ခါတွန်,1,
ခိုခတ္တား,1,
ခုန်ပျံပွဲ,1,
ခုနှစ်-နှစ်-အရွယ်,1,
ခုံတန်း,1,
ခေတ္တ,1,
ခေါင်းစည်း,1,
ခေါင်းပန်းလှန်,1,
ခေါ်ဆောင်ခံရချိန်,1,
ခဲယမ်း,1,
ခံစားနေရချိန်,1,
ချဉ်းကပ်ပုံ,1,
ချထားရေး,1,
ချန်နိုင်း,1,
ချန်ပီယံဆု,1,
ချန်ပီယံပြိုင်ပွဲ,1,
ချယ်လ်ဆီး,1,
ချာလော့,1,
ချီတတ်ပွဲ,1,
ချီရှီးယား,1,
ချောင်,1,
ချောင်း,1,
ချဲဆီး,1,
ခြင်,1,
ခြုံလွှာ,1,
ခြေ,1,
ခြေကျင်းဝတ်,1,
ခြေစမ်းပွဲ,1,
ခြေထောက်-ဘက်,1,
ခြေဖဝါး,1,
ခြံရှေ့,1,
ခွေး,1,
ခွဲရေး,1,
ခွဲဝေပေးရေး,1,
ဂတ်ရာ,1,
ဂယက်,1,
ဂရိမ်,1,
ဂလက်ဂိုး,1,
ဂလဲနောဟေ,1,
ဂါဘွန်,1,
ဂိုင်း,1,
ဂိုထောင်,1,
ဂိုရီ,1,
ဂိုးစည်း,1,
ဂိုးရှေ့,1,
ဂီတ,1,
ဂီယာနာ,1,
ဂူနဝမ်,1,
ဂူနီရ,1,
ဂူလီယာနီ,1,
ဂေဇယ်,1,
ဂေးလ်ဆန်,1,
ဂျ-အီလာ,1,
ဂျက်ကက်စ်,1,
ဂျက်ဆင်,1,
ဂျက်ဆန်,1,
ဂျင်မာနက်,1,
ဂျနီဖာ,1,
ဂျာစီ,1,
ဂျာရက်,1,
ဂျားဗား,1,
ဂျီ,1,
ဂျီဒီပီ,1,
ဂျီဘူတီ,1,
ဂျီဟတ်,1,
ဂျုတ်ဘွတ်,1,
ဂျော့,1,
ဂျော်ဂျီယာ,1,
ဂျော်ဂျီရာ,1,
ဂြိုင်ရိုစကုပ်,1,
ဂြိုဟ်,1,
ဂွန်ဇာလီစ်,1,
ငါးမျှားချိတ်,1,
ငြင်းချက်,1,
စကားပြန်,1,
စကားပွဲ,1,
စကားရပ်,1,
စကားဝိုင်း,1,
စကေး,1,
စက်ခန်း,1,
စက်တင်ဘာ-လလယ်,1,
စကွေး,1,
စကွဲယား,1,
စင်,1,
စင်ကာပူ,1,
စင်ပေါ်,1,
စစ်ဆင်ရေး,1,
စစ်ဆေးချက်,1,
စစ်ဌာနချုပ်,1,
စစ်တလင်း,1,
စစ်ထိုးပွဲ,1,
စစ်ပြီးခေတ်,1,
စစ်ရေး,1,
စစ်သွေးကြွ,1,
စည်းကမ်းချက်,1,
စည်းဖလား,1,
စည်းမျဉ်းစည်းကမ်း,1,
စည်းမျဥ်း,1,
စည်းရုံးလှုံ့ဆော်ရာ,1,
စတက်မန်,1,
စတန်းဖို့,1,
စတိတ်,1,
စတိုး,1,
စတီဖင်ဗဲ,1,
စတီးရောစ်,1,
စတော့ဟုမ်း,1,
စတြီးရန်း,1,
စတွိ,1,
စနေနေ့,1,
စပင်ဆာ,1,
စပရင်ဂါ,1,
စပါးခင်း,1,
စမတ်ဖုန်း,1,
စအို,1,
စာကိုယ်,1,
စာကြည့်တိုက်,1,
စာချုပ်စာတမ်း,1,
စာချုပ်မူကြမ်း,1,
စာစု,1,
စာတမ်းဖတ်ပွဲ,1,
စာရိတ္တ,1,
စာသင်ကျောင်း,1,
စာသား,1,
စာအိတ်,1,
စားနေကျအစားအစာ,1,
စိတ်ကြိုက်,1,
စိတ်တွင်း,1,
စိန့်ပေါ,1,
စိန်ခေါ်ပွဲ,1,
စိုက်ကွင်း,1,
စိုက်ပျိုးခန်း,1,
စီဒီ,1,
စီနယ်,1,
စီနာကိ,1,
စီရင်ထုံး,1,
စီဟင်,1,
စီအက်စ်အိုင်အာအို,1,
စီအမ်အေဂျေ,1,
စီအီးအာအန်,1,
စီအေ,1,
စုံစမ်းစစ်ဆေးရေး,1,
စုံတွဲ,1,
စောပိုင်း,1,
စံနှုန်း,1,
စွပ်စွဲချက်,1,
စွမ်းအားစု,1,
ဆက်,1,
ဆက်စ်ခက်ချဝမ်,1,
ဆက်သွယ်ရာ,1,
ဆင့်ကဲဖြစ်စဉ်,1,
ဆင့်ခေါ်စာ,1,
ဆင့်ခေါ်စာတွဲ,1,
ဆန္ဒမဲ,1,
ဆန်တီရာဂို,1,
ဆန်ဒီကို,1,
ဆန်းစစ်ရာ,1,
ဆန်းပိုင်း,1,
ဆန်းမားဖီး,1,
ဆယ်ဂဏန်း,1,
ဆယ်ဗက်ဂါ,1,
ဆရာဝန်-အများအပြား,1,
ဆလိုဗေးနီးယား,1,
ဆာခွရီမ,1,
ဆာဗာ,1,
ဆာမာရီးယား,1,
ဆာလီး,1,
ဆားဗစ်,1,
ဆိနိတ်,1,
ဆိုက်ဘေးရီးယား,1,
ဆိုခ်ျ,1,
ဆိုချီ,1,
ဆိုင်ရပ်စ်,1,
ဆိုင်းယင့်တော်လော်ဂျီ,1,
ဆိုင်းယင့်တော်လော်ဂျီဝင်,1,
ဆိုးကျိုး,1,
ဆိုးကြီး,1,
ဆိုးလ်,1,
ဆီတဲလ်,1,
ဆီနိတ်,1,
ဆီမီးပွဲစဉ်,1,
ဆီးနိတ်,1,
ဆီးမီးဖိုင်နယ်,1,
ဆုံးဖြတ်ခဲ့ချိန်,1,
ဆူဇီဗာ,1,
ဆူတန်,1,
ဆူနာမီ,1,
ဆူပင်ယ,1,
ဆောင်ပုဒ်,1,
ဆောင်ရွက်နေချိန်,1,
ဆော့ကာရိုးစ်,1,
ဆော့ဖ်ဝဲ,1,
ဆော်ဘီ,1,
ဆေးဆိုင်,1,
ဆေးပမာဏ,1,
ဆေးဖျန်းရာ,1,
ဆေးရွက်ကြီး,1,
ဆွန်နီ,1,
ဆွန်းဆီးစ်,1,
ဆွီဒင်,1,
ဆွေးနွေးဝိုင်း,1,
ဆွဲငင်အား,1,
ဇန်နီမာ,1,
ဇာတိ,1,
ဇာမတ်,1,
ဇိုကီရီ,1,
ဇူလိုင်လ-လယ်,1,
ဇွန်,1,
ဈာပန,1,
ဉရောပ,1,
ညနက်ပိုင်း,1,
