"text","tag","value","order","tar_flg","tag_noun","value_noun","order_noun","tag_verb","value_verb","order_verb"
"SNT.5688.5320","adp","တွင်",17,1,"noun","ဆာခွရီမ",16,"verb","နေထိုင်",18
"SNT.5688.5321","adp","တွင်",5,1,"noun","တိုင်းပြည်",2,"verb","ပေးအပ်",13
"SNT.5688.5322","adp","တွင်",3,1,"noun","နေ့",2,NA,NA,NA
"SNT.5688.5322","adp","တွင်",15,1,"noun","နေ့",2,"verb","ပြန်ပေးဆွဲ",23
"SNT.5688.5326","adp","တွင်",13,1,"noun","နေ့",12,"verb","စစ်ဆေး",15
"SNT.24423.5330","adp","တွင်",3,1,"noun","ခုနှစ်",2,"verb","စတင်",4
"SNT.24423.5332","adp","တွင်",16,1,"noun","Answers.com",15,"verb","တွေ့",17
"SNT.144319.5334","adp","၌",33,1,"noun","နိုင်ငံ",32,"verb","ဖမ်းဆီး",38
"SNT.144319.5334","adp","တွင်",47,1,"noun","နှစ်",46,"verb","များပြား",49
"SNT.144319.5335","adp","တွင်",5,1,"noun","နှစ်",4,"verb","ဖမ်းဆီး",10
"SNT.144319.5336","adp","တွင်",37,1,"noun","အတွင်း",34,"verb","ဖမ်းဆီး",42
"SNT.144319.5338","adp","မှာ",3,1,"noun","အနက်ရောင်",14,NA,NA,NA
"SNT.144319.5338","adp","တွင်",14,1,"noun","အနက်ရောင်",14,"verb","ဖမ်းဆီး",18
"SNT.144319.5339","adp","တွင်",4,1,"noun","အကြောင်း",38,"verb","သယ်",12
"SNT.144319.5339","adp","၌",22,1,"noun","ဝန်းကျင်",21,"verb","ဖမ်းဆီး",24
"SNT.144319.5339","adp","တွင်",88,1,"noun","ကာလ",87,"verb","ဖမ်းဆီး",96
"SNT.144319.5340","adp","မှာ",27,1,"noun","နိုင်ငံ",25,"verb","ဖြစ်",34
"SNT.144319.5341","adp","တွင်",3,1,"noun","နိုင်ငံ",2,"verb","ကျက်စား",9
"SNT.144319.5341","adp","တွင်",19,1,"noun","နှစ်",17,"verb","တိုး",22
"SNT.102178.5342","adp","တွင်",38,1,"noun","ဥပဒေ",37,"verb","မဲပေး",39
"SNT.102178.5343","adp","တွင်",3,1,"noun","နှစ်",2,"verb","ထုတ်",27
"SNT.102178.5344","adp","တွင်",8,1,"noun","ပြည်ထောင်စု",7,"verb","လုပ်",11
"SNT.102178.5345","adp","၌",3,1,"noun","ယခု",1,NA,NA,NA
"SNT.102178.5345","adp","တွင်",6,1,"noun","ယခု",1,"verb","သတ်မှတ်",8
"SNT.102178.5346","adp","၌",7,1,"noun","အတွင်း",6,NA,NA,NA
"SNT.102178.5346","adp","တွင်",12,1,"noun","အတွင်း",6,"verb","လုပ်",15
"SNT.102178.5346","adp","တွင်",29,1,"noun","ကာနေဗယ်ပွဲ",27,"verb","အလုပ်လုပ်",30
"SNT.102178.5346","adp","တွင်",53,1,"noun","တွဲလ်ပကွိရမ်း",52,"verb","သက်ရောက်",56
"SNT.102178.5348","adp","၌",4,1,"noun","အတွင်း",3,"verb","ပေး",6
"SNT.102178.5349","adp","၌",7,1,"noun","နှစ်",6,"verb","မွေး",10
"SNT.102178.5349","adp","တွင်",14,1,"noun","ပြပွဲ",12,"verb","အလုပ်လုပ်",16
"SNT.102178.5349","adp","တွင်",35,1,"noun","အလုပ်",32,"verb","ရှိ",39
"SNT.102178.5353","adp","တွင်",4,1,"noun","ကိတ်ကော့ဒ်",3,"verb","လျှောက်ထား",17
"SNT.102178.5354","adp","တွင်",3,1,"noun","သတင်း",28,"verb","ဆုံးဖြတ်",24
"SNT.102178.5355","adp","တွင်",16,1,"noun","အမေရိကန်",15,"verb","တွေ့",18
"SNT.102178.5356","adp","တွင်",45,1,"noun","အမေရိကန်",44,"verb","အခြေချ",47
"SNT.102178.5357","adp","တွင်",12,1,"noun","နိုင်ငံ",11,"verb","ဖြစ်",14
"SNT.102178.5359","adp","တွင်",3,1,"noun","နှစ်",2,"verb","ကောက်ယူ",10
"SNT.102178.5361","adp","၌",24,1,"noun","နေရာ",23,"verb","ရှိ",26
"SNT.102178.5362","adp","တွင်",7,1,"noun","စင်တာ",37,"verb","တိုး",17
"SNT.102178.5362","adp","တွင်",26,1,"noun","နိုင်ငံသား",23,"verb","ဖြစ်",32
"SNT.102178.5363","adp","တွင်",14,1,"noun","အချိန်",13,"verb","ရှိ",20
"SNT.102178.5365","adp","တွင်",63,1,"noun","ခုနှစ်",62,"verb","ဆက်နွယ်",69
"SNT.102178.5365","adp","တွင်",75,1,"noun","နည်းလမ်း",72,"verb","ပါ",76
"SNT.229998.5367","adp","တွင်",9,1,"noun","ကို့စ်",8,"verb","သက်ရောက်",15
"SNT.229998.5367","adp","တွင်",61,1,"noun","အရာတိုင်း",46,"verb","ပြောကြား",62
"SNT.111909.5371","adp","မှာ",14,1,"noun","ပြိုင်ပွဲ",13,"verb","ယှဉ်ပြိုင်",21
"SNT.111909.5373","adp","တွင်",4,1,"noun","ပြိုင်ပွဲ",3,"verb","ရရှိ",6
"SNT.111909.5376","adp","တွင်",10,1,"noun","အဖြစ်အပျက်",9,"verb","တရားဝင်",16
"SNT.111909.5379","adp","တွင်",2,1,"noun","နောက်ပိုင်း",1,"verb","ရှုံးနိမ့်",10
"SNT.111909.5381","adp","တွင်",6,1,"noun","ဆစ်ဒနီ",5,"verb","နိုင်",9
"SNT.111909.5381","adp","တွင်",21,1,"noun","မြို့",20,NA,NA,NA
"SNT.111909.5381","adp","၌",25,1,"noun","မြို့",20,"verb","ရပ်တန့်",26
"SNT.41068.5382","adp","တွင်",12,1,"noun","အသင်း",11,NA,NA,NA
"SNT.41068.5382","adp","တွင်",18,1,"noun","အသင်း",11,NA,NA,NA
"SNT.41068.5382","adp","မှာ",22,1,"noun","အသင်း",11,"verb","ပေး",25
"SNT.41068.5383","adp","မှာ",9,1,"noun","ပြိုင်ပွဲ",8,"verb","အကြမ်းဖက်",10
"SNT.41068.5384","adp","မှာ",4,1,"noun","လ",2,NA,NA,NA
"SNT.41068.5384","adp","၌",12,1,"noun","လ",2,"verb","ကစား",20
"SNT.41068.5385","adp","တွင်",12,1,"noun","ပြိုင်ပွဲ",10,"verb","တိုးမြှင့်",19
"SNT.41068.5386","adp","၌",17,1,"noun","ပွဲ",16,"verb","အလွဲသုံးစားလုပ်",24
"SNT.41068.5387","adp","တွင်",34,1,"noun","ကစားပွဲ",31,"verb","ပေး",39
"SNT.41068.5388","adp","တွင်",16,1,"noun","တပ်ဖွဲ့",15,"verb","ပါဝင်",25
"SNT.41068.5389","adp","တွင်",10,1,"noun","ပြင်ပ",9,"verb","လုပ်",12
"SNT.41068.5391","adp","တွင်",19,1,"noun","ရှေ့ဆက်ရာ",18,"verb","သေချာ",20
"SNT.41068.5391","adp","မှာ",38,1,"noun","ကလပ်",22,"verb","ကျေနပ်",39
"SNT.41068.5392","adp","မှာ",19,1,"noun","ပွဲ",18,"verb","ဖြစ်",21
"SNT.41068.5393","adp","မှာ",10,1,"noun","ပြိုင်ပွဲ",8,"verb","အကြမ်းဖက်",11
"SNT.44309.5395","adp","တွင်",16,1,"noun","အမြန်ပြေးလမ်း",15,NA,NA,NA
"SNT.44309.5395","adp","တွင်",24,1,"noun","အမြန်ပြေးလမ်း",15,"verb","အနိုင်ရ",28
"SNT.44309.5396","adp","တွင်",15,1,"noun","ကွက်",14,NA,NA,NA
"SNT.44309.5396","adp","တွင်",20,1,"noun","ကွက်",14,"verb","တည်ရှိ",21
"SNT.143610.5398","adp","မှာ",27,1,"noun","ကမ္ဘာ",26,"verb","ကြီးစိုးလာ",28
"SNT.143610.5399","adp","တွင်",6,1,"noun","ပွဲ",5,"verb","ပေး",15
"SNT.143610.5399","adp","တွင်",29,1,"noun","ဒေသ",27,"verb","ပျံ့နှံ့",31
"SNT.143610.5401","adp","တွင်",7,1,"noun","နိုင်ငံ",5,"verb","အသုံးပြု",9
"SNT.143610.5402","adp","တွင်",11,1,"noun","အာရှ",10,"verb","ခိုင်လုံ",13
"SNT.143610.5403","adp","မှာ",7,1,"noun","အစိတ်အပိုင်း",6,"verb","လွှမ်းမိုး",12
"SNT.143610.5407","adp","၌",3,1,"noun","ကမ္ဘာလုံး",2,"verb","ဖြစ်ပွား",7
"SNT.1041.5409","adp","တွင်",3,1,"noun","နိုင်ငံ",2,"verb","ဆန်းသစ်",13
"SNT.1041.5409","adp","တွင်",55,1,"noun","နေ့",53,"verb","ထုတ်",57
"SNT.1041.5410","adp","တွင်",6,1,"noun","ခုနှစ်",5,"verb","ဖြစ်",14
"SNT.1041.5411","adp","တွင်",13,1,"noun","အခမ်းအနား",12,"verb","ရ",21
"SNT.1041.5411","adp","တွင်",26,1,"noun","အနုပညာရှင်",23,"verb","ပါဝင်",27
"SNT.1041.5412","adp","တွင်",16,1,"noun","အိုင်ယာလန်",14,"verb","ဖြစ်",20
"SNT.1041.5415","adp","တွင်",14,1,"noun","ဆိုင်",12,"verb","ဝယ်ယူ",15
"SNT.46694.5416","adp","တွင်",24,1,"noun","တောင်ပိုင်း",23,"verb","အသတ်ခံ",25
"SNT.46694.5417","adp","တွင်",18,1,"noun","တောင်ပိုင်း",17,"verb","စစ်ဆင်",20
"SNT.46694.5417","adp","တွင်",30,1,"noun","မွန်းလွဲပိုင်း",27,"verb","အသတ်ခံ",31
"SNT.46694.5420","adp","တွင်",15,1,"noun","အာဖကန်နစ္စတန်",14,"verb","အသတ်ခံ",16
"SNT.142333.5422","adp","တွင်",35,1,"noun","မြို့တော်",34,"verb","ဖမ်းဆီး",36
"SNT.142333.5423","adp","တွင်",9,1,"noun","နေ့",8,NA,NA,NA
"SNT.142333.5423","adp","တွင်",12,1,"noun","နေ့",8,"verb","လွှမ်းမိုး",16
"SNT.142333.5424","adp","တွင်",19,1,"noun","နေ့",18,"verb","စစ်ဆင်",20
"SNT.142333.5426","adp","တွင်",52,1,"noun","အနှစ်ချုပ်",49,"verb","ပြော",53
"SNT.142333.5429","adp","တွင်",8,1,"noun","နိုင်ငံ",7,"verb","တိုက်ခိုက်",19
"SNT.142333.5430","adp","တွင်",9,1,"noun","တက္ကသိုလ်",6,"verb","တိုက်ခိုက်",11
"SNT.120763.5432","adp","တွင်",33,1,"noun","ကန်",32,"verb","ဖမ်း",36
"SNT.120763.5436","adp","မှာ",8,1,"noun","အစွန်ဆုံး",3,"verb","ရောက်",18
"SNT.120763.5437","adp","တွင်",11,1,"noun","ကမ်းနား",10,"verb","ကျန်",16
"SNT.120763.5438","adp","တွင်",7,1,"noun","အများဆုံး",6,"verb","ဖြစ်",11
"SNT.120763.5438","adp","တွင်",18,1,"noun","နေ့",17,"verb","ကျော်",26
"SNT.120763.5442","adp","၌",35,1,"noun","ကမ္ဘာ",34,"verb","ဖြစ်",45
"SNT.22119.5444","adp","တွင်",30,1,"noun","ရောဂါ",26,"verb","သက်ရောက်",31
"SNT.22119.5446","adp","တွင်",6,1,"noun","ခန္တာကိုယ်သွေး",5,"verb","ဖြစ်",8
"SNT.22119.5449","adp","တွင်",16,1,"noun","အကြောင်းအရာ",13,"verb","လေ့လာ",18
"SNT.108683.5450","adp","တွင်",20,1,"noun","ခန်းမ",19,"verb","စတင်",21
"SNT.108683.5451","adp","တွင်",23,1,"noun","ပါတီ",22,"verb","ယှဉ်ပြိုင်",26
"SNT.108683.5452","adp","တွင်",39,1,"noun","အစီအစဉ်",34,"verb","ကူညီ",44
"SNT.108683.5453","adp","တွင်",12,1,"noun","အပေးအယူ",11,"verb","တောင်းဆို",15
"SNT.119919.5456","adp","တွင်",3,1,"noun","ခုနှစ်",2,"verb","ပိုင်",10
"SNT.119919.5456","adp","မှာ",17,1,"noun","လိုင်း",16,"verb","ကျဆင်း",23
"SNT.119919.5456","adp","တွင်",30,1,"noun","နောက်",29,"verb","ကျဆင်း",47
"SNT.119919.5456","adp","မှာ",51,1,"noun","နောက်",29,"verb","သုံးသပ်",58
"SNT.119919.5457","adp","မှာ",16,1,"noun","အမြတ်အစွန်း",15,"verb","တိုးတက်",21
"SNT.119919.5458","adp","တွင်",16,1,"noun","လ",14,"verb","ကုန်ကျ",17
"SNT.119919.5460","adp","မှာ",4,1,"noun","လုပ်ငန်း",23,"verb","ပျက်ပြယ်",9
"SNT.119919.5462","adp","မှာ",39,1,"noun","ပြင်သစ်-ကေအန်လ်အမ်",37,"verb","ရင်ဆိုင်",42
"SNT.127184.5468","adp","တွင်",12,1,"noun","ဆန္ဒခံယူပွဲ",9,"verb","အနိုင်ရ",13
"SNT.127184.5469","adp","မှာ",41,1,"noun","လ",40,"verb","တက်ကြွ",43
"SNT.15034.5474","adp","တွင်",26,1,"noun","ပန်စစ်ဗန်းနီးယား",25,"verb","ပျောက်ဆုံး",27
"SNT.15034.5475","adp","တွင်",17,1,"noun","မြို့နယ်",16,"verb","ဖြတ်",21
"SNT.15034.5476","adp","တွင်",14,1,"noun","ဝက်ဝံ",12,"verb","အာရုံပြောင်း",15
"SNT.79134.5479","adp","တွင်",16,1,"noun","ရာသီဥတု",13,"verb","ထက်သန်",18
"SNT.79134.5480","adp","တွင်",4,1,"noun","ဆစ်ဒနီ",1,"verb","ပြင်းထန်",6
"SNT.79134.5481","adp","တွင်",15,1,"noun","စည်းမျဥ်း",14,"verb","ပါဝင်",16
"SNT.79134.5481","adp","တွင်",31,1,"noun","ခုနှစ်",30,"verb","သက်တမ်းကုန်",32
"SNT.79134.5481","adp","တွင်",89,1,"noun","အေပက်",85,"verb","ကြော်ငြာ",90
"SNT.79134.5482","adp","မှာ",6,1,"noun","အပေါ်",5,"verb","သဘောတူ",7
"SNT.79134.5482","adp","တွင်",12,1,"noun","နေ့",11,"verb","ထုတ်ပြန်",13
"SNT.79134.5483","adp","တွင်",11,1,"noun","ဓာတ်ငွေ့",7,"verb","ရပ်တန့်",15
"SNT.79134.5483","adp","တွင်",31,1,"noun","ခုနှစ်",30,"verb","ပြင်းထန်",35
"SNT.79134.5483","adp","တွင်",53,1,"noun","ခုနှစ်",52,"verb","တိုးပွားသင့်",57
"SNT.79134.5485","adp","တွင်",6,1,"noun","မှတ်တမ်း",5,"verb","ရေးသား",7
"SNT.79134.5485","adp","၌",13,1,"noun","ညီလာခံ",12,"verb","ပြောင်းလဲ",15
"SNT.79134.5485","adp","တွင်",21,1,"noun","အောက်",20,"verb","ဆွေးနွေး",22
"SNT.131450.5489","adp","တွင်",33,1,"noun","ဖုန်း",28,"verb","ပြောကြား",34
"SNT.131450.5490","adp","တွင်",20,1,"noun","ရက်",19,"verb","အသတ်ခံ",24
"SNT.131450.5490","adp","တွင်",67,1,"noun","နေ့",66,NA,NA,NA
"SNT.131450.5490","adp","မှာ",71,1,"noun","နေ့",66,"verb","ရရှိ",72
"SNT.131450.5491","adp","တွင်",11,1,"noun","မေ့ခ်",5,"verb","နှောင့်နှေး",12
"SNT.131450.5492","adp","မှာ",31,1,"noun","မက်ဆုဒ်",21,"verb","ဖြစ်",34
"SNT.131450.5493","adp","တွင်",21,1,"noun","ခုနှစ်",20,"verb","လုပ်ကြံ",22
"SNT.147258.5498","adp","မှာ",22,1,"noun","ထောင်",20,"verb","စီရင်",26
"SNT.147258.5498","adp","တွင်",82,1,"noun","အမိန့်",79,"verb","ရည်ရွယ်",83
"SNT.147258.5498","adp","တွင်",122,1,"noun","အစည်းအဝေး",120,"verb","ကိုင်",123
"SNT.147258.5500","adp","တွင်",10,1,"noun","ဗုံး",9,"verb","အသုံးပြု",11
"SNT.147258.5501","adp","မှာ",11,1,"noun","ဗုံး",3,"verb","သေဆုံး",15
"SNT.99284.5502","adp","မှာ",11,1,"noun","နောက်ပိုင်း",10,"verb","တွေ့ဆုံ",18
"SNT.99284.5503","adp","တွင်",10,1,"noun","ဂီယာနာ",9,"verb","တွေ့ဆုံ",11
"SNT.99284.5504","adp","တွင်",27,1,"noun","ဒေသ",25,"verb","ပူးပေါင်း",29
"SNT.99284.5505","adp","တွင်",15,1,"noun","အစည်းအဝေး",14,"verb","ဆွေးနွေး",16
"SNT.99284.5506","adp","တွင်",5,1,"noun","ဌာနချုပ်",4,NA,NA,NA
"SNT.99284.5506","adp","တွင်",8,1,"noun","ဌာနချုပ်",4,"verb","ဆက်သွယ်",18
"SNT.99284.5506","adp","တွင်",26,1,"noun","အပေါ်",25,"verb","တည်ဆောက်",27
"SNT.99284.5507","adp","မှာ",4,1,"noun","ခန့်မှန်းချက်",2,"verb","ဖြစ်",15
"SNT.99284.5509","adp","တွင်",8,1,"noun","လ",7,"verb","ရေးထိုး",10
"SNT.99284.5509","adp","မှာ",22,1,"noun","အကြား",16,"verb","ပြုလုပ်",24
"SNT.99284.5510","adp","တွင်",8,1,"noun","လ",6,"verb","အတည်ပြု",12
"SNT.99284.5510","adp","တွင်",18,1,"noun","လ",16,"verb","အတည်ပြု",22
"SNT.38087.5511","adp","တွင်",15,1,"noun","နှစ်လည်ပိုင်း",14,"verb","ဖန်တီး",18
"SNT.38087.5513","adp","တွင်",9,1,"noun","နေ့",8,"verb","ပံ့ပိုးပေး",18
"SNT.38087.5514","adp","တွင်",3,1,"noun","မီဒီယာ",41,"verb","လုပ်ဆောင်",7
"SNT.79368.5519","adp","တွင်",17,1,"noun","စက်တင်ဘာ",15,"verb","ပြန်ပေးဆွဲ",18
"SNT.79368.5521","adp","မှာ",15,1,"noun","အထောက်အထား",13,"verb","ကြံရွယ်",16
"SNT.79368.5521","adp","တွင်",67,1,"noun","စာတန်း",66,"verb","ပြောကြား",68
"SNT.79368.5522","adp","မှာ",32,1,"noun","ဗီဒီယို",31,"verb","ပေါ်",34
"SNT.79368.5524","adp","တွင်",6,1,"noun","လ",2,"verb","ဖြန့်ချီ",9
"SNT.79368.5524","adp","မှာ",18,1,"noun","ဗီဒီယို",17,"verb","ပေါ်",22
"SNT.3593.5526","adp","တွင်",2,1,"noun","အနာဂတ်",1,"verb","ထုတ်လုပ်",16
"SNT.3593.5527","adp","မှာ",2,1,"noun","ကနေဒါ",1,"verb","ပြုလုပ်",4
"SNT.99532.5528","adp","တွင်",7,1,"noun","လ",4,"verb","ကစား",15
"SNT.99532.5528","adp","တွင်",34,1,"noun","ဒေသ",33,"verb","ယှဉ်ပြိုင်",39
"SNT.39609.5529","adp","၌",41,1,"noun","အကျဉ်းထောင်",40,"verb","ကျင်းပ",42
"SNT.39609.5534","adp","တွင်",12,1,"noun","ဘေး",11,"verb","ကျင်းပ",13
"SNT.39609.5535","adp","တွင်",3,1,"noun","နယ်မြေ",2,"verb","သက်ရောက်",5
"SNT.39609.5535","adp","တွင်",7,1,"noun","နယ်မြေ",2,"verb","ကန့်သတ်",10
"SNT.39609.5535","adp","တွင်",33,1,"noun","စခန်း",30,"verb","ထား",34
"SNT.39609.5537","adp","တွင်",10,1,"noun","သူ",2,"verb","စွပ်စွဲ",12
"SNT.39609.5537","adp","တွင်",39,1,"noun","ပြည်သူ",35,"verb","ပါဝင်",40
"SNT.39609.5540","adp","တွင်",34,1,"noun","လူ",19,"verb","ဖတ်",35
"SNT.39609.5541","adp","တွင်",24,1,"noun","လူ",19,"verb","ရှိ",25
"SNT.39609.5541","adp","တွင်",35,1,"noun","လူ",19,"verb","ကြာ",41
"SNT.39609.5542","adp","တွင်",15,1,"noun","နေ့",14,"verb","စကားပြော",16
"SNT.39609.5544","adp","မှာ",2,1,"noun","အခမ်းအနား",1,"verb","ပြောကြား",3
"SNT.39609.5545","adp","တွင်",31,1,"noun","အောက်",30,"verb","ညှင်းပန်း",32
"SNT.196438.5547","adp","တွင်",4,1,"noun","ရွေးကောက်ပွဲ",3,"verb","ငြင်းခုံ",15
"SNT.196438.5548","adp","တွင်",11,1,"noun","နေ့",10,"verb","ပြုလုပ်",12
"SNT.196438.5554","adp","မှာ",26,1,"noun","မာစတာချက်ဖ်",25,"verb","မြင်ရ",27
"SNT.196438.5554","adp","မှာ",35,1,"noun","အခွင့်အလမ်း",31,"verb","ရယ်",36
"SNT.22819.5555","adp","တွင်",31,1,"noun","ပိုလန်",30,NA,NA,NA
"SNT.22819.5555","adp","တွင်",36,1,"noun","ပိုလန်",30,"verb","အနိုင်ရ",43
"SNT.22819.5556","adp","မှာ",6,1,"noun","အသင်း",4,"verb","ရည်မှန်း",8
"SNT.22819.5557","adp","တွင်",17,1,"noun","အသစ်",16,"verb","ရှိ",20
"SNT.130530.5558","adp","၌",12,1,"noun","ဒင်နုဘာ",11,"verb","ပျက်",14
"SNT.130530.5558","adp","တွင်",19,1,"noun","ဒင်နုဘာ",11,"verb","လိုက်ရှာ",22
"SNT.130530.5560","adp","တွင်",3,1,"noun","နေ့",2,"verb","မသင်္ကာ",5
"SNT.130530.5561","adp","တွင်",18,1,"noun","လမ်းခုလတ်",17,"verb","ဖြစ်",19
"SNT.130530.5562","adp","တွင်",15,1,"noun","အခင်း",12,"verb","သေဆုံး",16
"SNT.130530.5563","adp","တွင်",10,1,"noun","ဖရက်နို",9,"verb","တည်ရှိ",11
"SNT.130530.5565","adp","၌",8,1,"noun","နီယွန်",3,"verb","ရှိ",11
"SNT.130530.5565","adp","တွင်",13,1,"noun","သူ",12,"verb","ပါဝင်",14
"SNT.130530.5565","adp","တွင်",25,1,"noun","နေရာ",24,"verb","သေဆုံး",26
"SNT.130530.5568","adp","တွင်",37,1,"noun","ဆေးရုံ",36,"verb","ကျန်",38
"SNT.5462.5570","adp","တွင်",3,1,"noun","ဦးနှောက်",1,"verb","ထုတ်လုပ်",5
"SNT.5462.5571","adp","တွင်",34,1,"noun","ကြား",33,"verb","စပ်ဆက်",37
"SNT.5462.5572","adp","တွင်",13,1,"noun","သရက်ရွက်",12,"verb","ထုတ်လုပ်",15
"SNT.5462.5574","adp","တွင်",8,1,"noun","ကြွက်",6,NA,NA,NA
"SNT.5462.5574","adp","၌",11,1,"noun","ကြွက်",6,"verb","အချက်ပြ",13
"SNT.5462.5575","adp","၌",5,1,"noun","ဦးနှောက်",3,"verb","ထုတ်လုပ်",7
"SNT.5462.5575","adp","တွင်",9,1,"noun","ဦးနှောက်",3,"verb","လျော့ကျ",10
"SNT.5462.5576","adp","မှာ",29,1,"noun","စနစ်",27,"verb","စတင်",30
"SNT.5462.5577","adp","၌",19,1,"noun","အဆင့်",17,"verb","ထုတ်လုပ်",24
"SNT.5462.5578","adp","တွင်",13,1,"noun","အနောက်ပိုင်း",12,"verb","သက်ရောက်",14
"SNT.5462.5578","adp","တွင်",35,1,"noun","အဖွဲ့အစည်း",34,"verb","ခံစား",36
"SNT.5462.5578","adp","၌",52,1,"noun","နေရာ",49,"verb","လျော့ကျ",54
"SNT.5462.5580","adp","တွင်",8,1,"noun","ဂျာနယ်",7,"verb","ဖော်ပြ",9
"SNT.102053.5582","adp","တွင်",10,1,"noun","မနက်",9,"verb","အတည်ပြု",11
"SNT.102053.5586","adp","တွင်",10,1,"noun","ရပ်ကွက်",9,"verb","တည်ရှိ",11
"SNT.102053.5586","adp","တွင်",16,1,"noun","နေရာ",15,"verb","ပျက်စီး",20
"SNT.102053.5589","adp","တွင်",12,1,"noun","ဆေးရုံ",11,"verb","ပျက်စီး",16
"SNT.102053.5592","adp","တွင်",22,1,"noun","မိနစ်",20,"verb","ရပ်",23
"SNT.102053.5593","adp","မှာ",10,1,"noun","ခေါင်းမိုး",9,"verb","ပျက်စီး",11
"SNT.102053.5595","adp","မှာ",7,1,"noun","အနည်းငယ်",6,"verb","သတိပေး",9
"SNT.102053.5598","adp","တွင်",18,1,"noun","နေရာ",17,"verb","ပျက်စီး",19
"SNT.102053.5603","adp","၌",16,1,"noun","ပန်းခြံ",15,"verb","လဲ",24
"SNT.102053.5605","adp","တွင်",16,1,"noun","ယခု",14,"verb","ရှိ",19
"SNT.102053.5607","adp","တွင်",2,1,"noun","အပျက်အစီး",19,"verb","ရှိ",4
"SNT.102053.5607","adp","တွင်",22,1,"noun","ပီ.အမ်",20,"verb","ဝင်ရောက်",23
"SNT.102053.5608","adp","တွင်",3,1,"noun","နေ့",2,"verb","ကျင်းပ",4
"SNT.102053.5609","adp","တွင်",16,1,"noun","မြို့လယ်ခေါင်",15,"verb","တည်ရှိ",17
"SNT.102053.5609","adp","မှာ",28,1,"noun","ရုံ",27,"verb","ကျင်းပ",29
"SNT.487585.5610","adp","တွင်",8,1,"noun","အစိတ်အပိုင်း",7,"verb","တည်ရှိ",9
"SNT.487585.5610","adp","တွင်",14,1,"noun","ပြည်နယ်",13,"verb","ရေကြီး",15
"SNT.487585.5612","adp","တွင်",4,1,"noun","သတင်း",3,"verb","သေဆုံး",5
"SNT.487585.5612","adp","မှာ",8,1,"noun","ဦးရေ",7,"verb","တင်",13
"SNT.37639.5620","adp","မှာ",4,1,"noun","ခရီးသည်",1,"verb","ဆောက်လုပ်",10
"SNT.37639.5620","adp","တွင်",37,1,"noun","အခမ်းအနား",36,"verb","လှည့်လည်",41
"SNT.37639.5620","adp","၌",45,1,"noun","အခမ်းအနား",36,"verb","ပျော်",46
"SNT.37639.5621","adp","မှာ",5,1,"noun","သူ",3,NA,NA,NA
"SNT.37639.5621","adp","တွင်",8,1,"noun","သူ",3,"verb","စား",10
"SNT.37639.5621","adp","တွင်",17,1,"noun","အောက်ဘက်",16,"verb","ပိတ်",18
"SNT.37639.5623","adp","တွင်",2,1,"noun","အောက်ဘက်",1,"verb","များ",3
"SNT.37639.5623","adp","တွင်",16,1,"noun","လှေ",10,"verb","လေငြိမ်",17
"SNT.37639.5623","adp","၌",21,1,"noun","ပင်လယ်ပြင်",20,"verb","တိမ်းမှောက်",22
"SNT.37639.5626","adp","မှာ",17,1,"noun","ပြောကြားချက်",15,"verb","ရိုက်ခတ်",22
"SNT.37639.5626","adp","မှာ",38,1,"noun","ခရီးသည်",36,"verb","ရွေ့လျား",45
"SNT.27377.5628","adp","တွင်",18,1,"noun","နွေဦး",17,"verb","သင်",19
"SNT.27377.5629","adp","တွင်",3,1,"noun","ဘာသာရေး",2,"verb","ဖြစ်",7
"SNT.27377.5630","adp","တွင်",20,1,"noun","အချိန်",19,"verb","ကပ်",25
"SNT.27377.5634","adp","တွင်",24,1,"noun","အီးမေးလ်",21,"verb","တင်းကျပ်",26
"SNT.46241.5636","adp","တွင်",6,1,"noun","နေ့",5,NA,NA,NA
"SNT.46241.5636","adp","မှာ",10,1,"noun","နေ့",5,"verb","ရှိ",15
"SNT.46241.5640","adp","တွင်",13,1,"noun","ရဲ",10,"verb","လက်နက်ချ",14
"SNT.46241.5646","adp","မှာ",11,1,"noun","လက်မောင်း",9,"verb","ရရှိ",14
"SNT.46241.5649","adp","တွင်",10,1,"noun","အကာအရံ",3,"verb","ရှိ",14
"SNT.69061.5651","adp","တွင်",12,1,"noun","အဖွဲ့အစည်း",9,"verb","ကုန်ဆုံး",17
"SNT.69061.5652","adp","တွင်",4,1,"noun","ရုံး",3,"verb","ထမ်းဆောင်",6
"SNT.69061.5652","adp","တွင်",20,1,"noun","ရာထူး",16,"verb","စတင်",21
"SNT.69061.5653","adp","တွင်",5,1,"noun","အမွေအနှစ်",4,"verb","ရှိ",8
"SNT.276029.5654","adp","တွင်",14,1,"noun","အနောက်ဘက်",13,"verb","ပျက်",16
"SNT.276029.5654","adp","တွင်",37,1,"noun","နေ့",36,"verb","သတ်",42
"SNT.276029.5655","adp","တွင်",57,1,"noun","လေယာဉ်",53,"verb","သေဆုံး",58
"SNT.276029.5657","adp","တွင်",15,1,"noun","မှတ်တမ်း",14,"verb","ပြောကြား",17
"SNT.276029.5660","adp","၌",16,1,"noun","တဘက်",15,"verb","အဆုံးသက်",17
"SNT.52541.5665","adp","တွင်",17,1,"noun","အင်ဒရူး",16,"verb","ကျင်းပ",18
"SNT.52541.5665","adp","တွင်",28,1,"noun","နေ့",27,"verb","ဖြစ်ပေါ်",29
