"text"	"tag"	"value"	"order"	"tar_flg"	"tag_pair"	"value_pair"	"order_pair"
"SNT.270995.3888"	"adp"	"တွင်"	64	1	NA	NA	NA
"SNT.270995.3889"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.270995.3889"	"adp"	"တွင်"	29	1	NA	NA	NA
"SNT.270995.3889"	"adp"	"တွင်"	51	1	NA	NA	NA
"SNT.270995.3890"	"adp"	"မှာ"	36	1	NA	NA	NA
"SNT.270995.3891"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.270995.3891"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.270995.3892"	"adp"	"တွင်"	29	1	NA	NA	NA
"SNT.114905.3894"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.114905.3895"	"adp"	"မှာ"	12	1	NA	NA	NA
"SNT.114905.3896"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.114905.3897"	"adp"	"မှာ"	25	1	NA	NA	NA
"SNT.114905.3898-1"	"adp"	"မှာ"	71	1	NA	NA	NA
"SNT.114905.3898-2"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.78857.3899"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.78857.3899"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.78857.3903"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.78857.3904-1"	"adp"	"မှာ"	32	1	NA	NA	NA
"SNT.78857.3904-2"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.78857.3907"	"adp"	"တွင်"	58	1	NA	NA	NA
"SNT.78857.3908"	"adp"	"တွင်"	49	1	NA	NA	NA
"SNT.78857.3909"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.78857.3911"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.78857.3911"	"adp"	"တွင်"	45	1	NA	NA	NA
"SNT.78857.3912"	"adp"	"မှာ"	23	1	NA	NA	NA
"SNT.104333.3917"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.104333.3917"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.104333.3918"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.104333.3920"	"adp"	"၌"	3	1	NA	NA	NA
"SNT.104333.3921"	"adp"	"တွင်"	35	1	NA	NA	NA
"SNT.6633.3925"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.6633.3926"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.6633.3926"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.6633.3926"	"adp"	"တွင်"	30	1	NA	NA	NA
"SNT.6633.3928"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.6633.3928"	"adp"	"မှာ"	20	1	NA	NA	NA
"SNT.6633.3930"	"adp"	"တွင်"	43	1	NA	NA	NA
"SNT.48398.3932"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.48398.3932"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.48398.3933"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.48398.3933"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.48398.3934"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.48398.3935"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.48398.3936"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.48398.3936"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.48398.3937"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.48398.3938"	"adp"	"တွင်"	29	1	NA	NA	NA
"SNT.119151.3939"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.119151.3939"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.119151.3944"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.119151.3949"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.119151.3951"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.51874.3954"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.51874.3956"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.106006.3958"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.106006.3958"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.106006.3959"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.106006.3960"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.106006.3961"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.106006.3962"	"adp"	"တွင်"	36	1	NA	NA	NA
"SNT.106006.3965"	"adp"	"တွင်"	33	1	NA	NA	NA
"SNT.106006.3966"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.106006.3967"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.106006.3967"	"adp"	"တွင်"	48	1	NA	NA	NA
"SNT.106006.3969"	"adp"	"မှာ"	24	1	NA	NA	NA
"SNT.106006.3970"	"adp"	"တွင်"	49	1	NA	NA	NA
"SNT.106006.3972"	"adp"	"တွင်"	34	1	NA	NA	NA
"SNT.106006.3973"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.106006.3976"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.106006.3976"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.106006.3976"	"adp"	"တွင်"	24	1	NA	NA	NA
"SNT.198553.3979"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.198553.3981"	"adp"	"မှာ"	30	1	NA	NA	NA
"SNT.198553.3982"	"adp"	"မှာ"	34	1	NA	NA	NA
"SNT.198553.3983"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.198553.3984"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.36726.3991"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.36726.3992"	"adp"	"တွင်"	23	1	NA	NA	NA
"SNT.36726.3996-2"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.36726.3996-2"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.36726.3997"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.150475.3998"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.150475.3998"	"adp"	"မှာ"	40	1	NA	NA	NA
"SNT.150475.3999"	"adp"	"၌"	15	1	NA	NA	NA
"SNT.150475.4002"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.150475.4003"	"adp"	"တွင်"	24	1	NA	NA	NA
"SNT.150475.4004"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.150475.4004"	"adp"	"မှာ"	29	1	NA	NA	NA
"SNT.150475.4008"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.3085.4009"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.3085.4009"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.3085.4009"	"adp"	"မှာ"	31	1	NA	NA	NA
"SNT.3085.4010"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.3085.4011"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.3085.4013"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.33637.4016"	"adp"	"မှာ"	50	1	NA	NA	NA
"SNT.33637.4016"	"adp"	"မှာ"	108	1	NA	NA	NA
"SNT.33637.4017"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.33637.4018"	"adp"	"တွင်"	28	1	NA	NA	NA
"SNT.33637.4019"	"adp"	"မှာ"	15	1	NA	NA	NA
"SNT.11669.4023"	"adp"	"မှာ"	12	1	NA	NA	NA
"SNT.11669.4024"	"adp"	"၌"	29	1	NA	NA	NA
"SNT.11669.4027"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.11669.4029"	"adp"	"မှာ"	10	1	NA	NA	NA
"SNT.11669.4029"	"adp"	"မှာ"	89	1	NA	NA	NA
"SNT.11669.4029"	"adp"	"မှာ"	97	1	NA	NA	NA
"SNT.11669.4029"	"adp"	"တွင်"	118	1	NA	NA	NA
"SNT.84806.4030"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.84806.4031"	"adp"	"၌"	19	1	NA	NA	NA
"SNT.84806.4032"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.84806.4034"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.84806.4036"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.84806.4038"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.84806.4039"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.84806.4041"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.84806.4041"	"adp"	"၌"	6	1	NA	NA	NA
"SNT.464694.4044"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.464694.4046"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.464694.4047"	"adp"	"မှာ"	24	1	NA	NA	NA
"SNT.17873.4051"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.17873.4051"	"adp"	"၌"	22	1	NA	NA	NA
"SNT.17873.4053"	"adp"	"မှာ"	12	1	NA	NA	NA
"SNT.17873.4053"	"adp"	"မှာ"	37	1	NA	NA	NA
"SNT.17873.4054"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.17873.4055"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.17873.4055"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.17873.4056"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.724454.4058"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.724454.4058"	"adp"	"တွင်"	28	1	NA	NA	NA
"SNT.724454.4059"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.724454.4059"	"adp"	"၌"	13	1	NA	NA	NA
"SNT.724454.4061"	"adp"	"တွင်"	32	1	NA	NA	NA
"SNT.724454.4062"	"adp"	"တွင်"	39	1	NA	NA	NA
"SNT.724454.4063"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.724454.4063"	"adp"	"တွင်"	52	1	NA	NA	NA
"SNT.724454.4065"	"adp"	"တွင်"	26	1	NA	NA	NA
"SNT.253090.4066"	"adp"	"တွင်"	35	1	NA	NA	NA
"SNT.253090.4067"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.253090.4067"	"adp"	"တွင်"	44	1	NA	NA	NA
"SNT.253090.4068"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.253090.4068"	"adp"	"တွင်"	41	1	NA	NA	NA
"SNT.253090.4069"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.253090.4069"	"adp"	"တွင်"	33	1	NA	NA	NA
"SNT.8709.4072"	"adp"	"မှာ"	32	1	NA	NA	NA
"SNT.8709.4074"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.8709.4076"	"adp"	"မှာ"	31	1	NA	NA	NA
"SNT.8709.4076"	"adp"	"တွင်"	54	1	NA	NA	NA
"SNT.8709.4077"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.8709.4077"	"adp"	"၌"	23	1	NA	NA	NA
"SNT.8709.4077"	"adp"	"တွင်"	44	1	NA	NA	NA
"SNT.8709.4077"	"adp"	"၌"	48	1	NA	NA	NA
"SNT.8709.4078"	"adp"	"မှာ"	24	1	NA	NA	NA
"SNT.101999.4079"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.101999.4079"	"adp"	"တွင်"	43	1	NA	NA	NA
"SNT.101999.4080"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.101999.4082"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.101999.4083"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.629774.4084"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.629774.4084"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.629774.4087"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.629774.4089"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.629774.4090"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.629774.4090"	"adp"	"တွင်"	16	1	NA	NA	NA
"SNT.629774.4092"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.629774.4093"	"adp"	"တွင်"	45	1	NA	NA	NA
"SNT.629774.4096"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.52714.4103"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.52714.4104"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.52714.4105"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.59785.4106"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.59785.4107"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.59785.4107"	"adp"	"မှာ"	22	1	NA	NA	NA
"SNT.59785.4113"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.59785.4113"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.59785.4115"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.423635.4116"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.423635.4116"	"adp"	"မှာ"	20	1	NA	NA	NA
"SNT.423635.4118"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.423635.4118"	"adp"	"မှာ"	7	1	NA	NA	NA
"SNT.423635.4119"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.423635.4120"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.423635.4121"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.423635.4121"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.423635.4122"	"adp"	"မှာ"	27	1	NA	NA	NA
"SNT.423635.4124"	"adp"	"မှာ"	12	1	NA	NA	NA
"SNT.423635.4124"	"adp"	"မှာ"	19	1	NA	NA	NA
"SNT.423635.4125"	"adp"	"မှာ"	23	1	NA	NA	NA
"SNT.423635.4126"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.143205.4128"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.143205.4128"	"adp"	"မှာ"	37	1	NA	NA	NA
"SNT.143205.4129"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.143205.4129"	"adp"	"တွင်"	26	1	NA	NA	NA
"SNT.143205.4132"	"adp"	"၌"	25	1	NA	NA	NA
"SNT.143205.4133"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.143205.4137"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.143205.4137"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.211335.4141"	"adp"	"၌"	7	1	NA	NA	NA
"SNT.211335.4141"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.211335.4142"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.211335.4146"	"adp"	"မှာ"	26	1	NA	NA	NA
"SNT.211335.4147"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.211335.4148"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.211335.4150"	"adp"	"မှာ"	15	1	NA	NA	NA
"SNT.211335.4151"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.52909.4152"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.52909.4153"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.52909.4154"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.30531.4155"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.30531.4155"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.30531.4157"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.30531.4159"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.30531.4159"	"adp"	"မှာ"	21	1	NA	NA	NA
"SNT.12045.4162"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.12045.4164"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.12045.4164"	"adp"	"တွင်"	100	1	NA	NA	NA
"SNT.12045.4165"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.12045.4168"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.12045.4168"	"adp"	"မှာ"	35	1	NA	NA	NA
"SNT.12045.4169"	"adp"	"မှာ"	16	1	NA	NA	NA
"SNT.9055.4173"	"adp"	"မှာ"	25	1	NA	NA	NA
"SNT.190678.4174"	"adp"	"မှာ"	34	1	NA	NA	NA
"SNT.190678.4175"	"adp"	"မှာ"	12	1	NA	NA	NA
"SNT.190678.4175"	"adp"	"၌"	16	1	NA	NA	NA
"SNT.190678.4175"	"adp"	"မှာ"	29	1	NA	NA	NA
"SNT.190678.4175"	"adp"	"မှာ"	45	1	NA	NA	NA
"SNT.190678.4176"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.190678.4176"	"adp"	"၌"	34	1	NA	NA	NA
"SNT.190678.4182"	"adp"	"၌"	14	1	NA	NA	NA
"SNT.190678.4184"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.190678.4184"	"adp"	"မှာ"	48	1	NA	NA	NA
"SNT.190678.4185"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.190678.4185"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.190678.4186"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.190678.4187"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.236246.4189"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.236246.4189"	"adp"	"တွင်"	30	1	NA	NA	NA
"SNT.236246.4190"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.236246.4191"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.236246.4191"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.236246.4193"	"adp"	"တွင်"	27	1	NA	NA	NA
"SNT.236246.4196"	"adp"	"တွင်"	32	1	NA	NA	NA
"SNT.236246.4198"	"adp"	"မှာ"	32	1	NA	NA	NA
"SNT.236246.4203"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.236246.4203"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.236246.4203"	"adp"	"တွင်"	52	1	NA	NA	NA
"SNT.236246.4203"	"adp"	"မှာ"	62	1	NA	NA	NA
"SNT.12156.4204"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.12156.4204"	"adp"	"မှာ"	18	1	NA	NA	NA
"SNT.12156.4207"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.12156.4213"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.40624.4215"	"adp"	"မှာ"	35	1	NA	NA	NA
"SNT.40624.4215"	"adp"	"မှာ"	62	1	NA	NA	NA
"SNT.40624.4217"	"adp"	"မှာ"	40	1	NA	NA	NA
"SNT.40624.4219"	"adp"	"မှာ"	9	1	NA	NA	NA
"SNT.40624.4219"	"adp"	"တွင်"	47	1	NA	NA	NA
"SNT.40624.4220"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.40624.4220"	"adp"	"တွင်"	22	1	NA	NA	NA
"SNT.40624.4220"	"adp"	"မှာ"	36	1	NA	NA	NA
"SNT.40624.4221"	"adp"	"တွင်"	22	1	NA	NA	NA
"SNT.40624.4222"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.40624.4222"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.40624.4223"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.40624.4223"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.40624.4223"	"adp"	"မှာ"	17	1	NA	NA	NA
"SNT.40624.4223"	"adp"	"မှာ"	47	1	NA	NA	NA
"SNT.57053.4224"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.57053.4225"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.57053.4229"	"adp"	"မှာ"	13	1	NA	NA	NA
"SNT.57053.4230"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.57053.4231"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.131234.4234"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.131234.4238"	"adp"	"တွင်"	22	1	NA	NA	NA
"SNT.131234.4239"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.80634.4241"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.109708.4246"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.109708.4246"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.109708.4248"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.109708.4249"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.109708.4249"	"adp"	"၌"	19	1	NA	NA	NA
"SNT.109708.4251"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.109708.4254"	"adp"	"တွင်"	35	1	NA	NA	NA
"SNT.109708.4255"	"adp"	"မှာ"	29	1	NA	NA	NA
"SNT.109708.4256"	"adp"	"တွင်"	26	1	NA	NA	NA
"SNT.109708.4262"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.109708.4264"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.109708.4264"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.109708.4264"	"adp"	"၌"	29	1	NA	NA	NA
"SNT.109708.4266"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.109708.4271"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.109708.4273"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.109708.4274"	"adp"	"မှာ"	27	1	NA	NA	NA
"SNT.109708.4276"	"adp"	"မှာ"	15	1	NA	NA	NA
"SNT.109708.4280"	"adp"	"မှာ"	6	1	NA	NA	NA
"SNT.109708.4281"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.109708.4281"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.109708.4282"	"adp"	"တွင်"	6	1	NA	NA	NA
"SNT.109708.4283"	"adp"	"တွင်"	25	1	NA	NA	NA
"SNT.256881.4285"	"adp"	"တွင်"	44	1	NA	NA	NA
"SNT.256881.4286"	"adp"	"တွင်"	30	1	NA	NA	NA
"SNT.256881.4286"	"adp"	"တွင်"	85	1	NA	NA	NA
"SNT.256881.4287"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.256881.4289"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.256881.4289"	"adp"	"မှာ"	58	1	NA	NA	NA
"SNT.256881.4290"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.256881.4291"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.256881.4291"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.256881.4291"	"adp"	"တွင်"	53	1	NA	NA	NA
"SNT.256881.4292"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.256881.4293"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.77328.4295"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.77328.4296"	"adp"	"တွင်"	22	1	NA	NA	NA
"SNT.77328.4299"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.77328.4300"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.77328.4301"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.77328.4302"	"adp"	"တွင်"	17	1	NA	NA	NA
"SNT.143612.4308"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.143612.4308"	"adp"	"တွင်"	31	1	NA	NA	NA
"SNT.143612.4311"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.25404.4314"	"adp"	"တွင်"	15	1	NA	NA	NA
"SNT.25404.4315"	"adp"	"တွင်"	9	1	NA	NA	NA
"SNT.25404.4315"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.25404.4315"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.25404.4316"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.25404.4316"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.25404.4317"	"adp"	"တွင်"	32	1	NA	NA	NA
"SNT.25404.4319"	"adp"	"တွင်"	8	1	NA	NA	NA
"SNT.25404.4319"	"adp"	"တွင်"	35	1	NA	NA	NA
"SNT.25404.4322"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.25404.4322"	"adp"	"တွင်"	33	1	NA	NA	NA
"SNT.25404.4323"	"adp"	"တွင်"	64	1	NA	NA	NA
"SNT.25404.4324"	"adp"	"တွင်"	35	1	NA	NA	NA
"SNT.25404.4324"	"adp"	"တွင်"	49	1	NA	NA	NA
"SNT.25404.4328"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.25404.4329"	"adp"	"တွင်"	20	1	NA	NA	NA
"SNT.25404.4330"	"adp"	"တွင်"	14	1	NA	NA	NA
"SNT.25404.4333"	"adp"	"တွင်"	12	1	NA	NA	NA
"SNT.79948.4335"	"adp"	"တွင်"	11	1	NA	NA	NA
"SNT.79948.4335"	"adp"	"၌"	35	1	NA	NA	NA
"SNT.79948.4337"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.79948.4337"	"adp"	"တွင်"	28	1	NA	NA	NA
"SNT.79948.4338"	"adp"	"တွင်"	2	1	NA	NA	NA
"SNT.10408.4340"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.10408.4341"	"adp"	"တွင်"	5	1	NA	NA	NA
"SNT.10408.4341"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.10408.4342"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.10408.4345"	"adp"	"မှာ"	3	1	NA	NA	NA
"SNT.10408.4346"	"adp"	"တွင်"	19	1	NA	NA	NA
"SNT.10408.4350"	"adp"	"တွင်"	21	1	NA	NA	NA
"SNT.10408.4351"	"adp"	"တွင်"	45	1	NA	NA	NA
"SNT.107402.4352"	"adp"	"တွင်"	38	1	NA	NA	NA
"SNT.107402.4353"	"adp"	"မှာ"	8	1	NA	NA	NA
"SNT.107402.4354"	"adp"	"မှာ"	23	1	NA	NA	NA
"SNT.107402.4356"	"adp"	"တွင်"	4	1	NA	NA	NA
"SNT.107402.4356"	"adp"	"တွင်"	45	1	NA	NA	NA
"SNT.107402.4358"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.107402.4359"	"adp"	"တွင်"	3	1	NA	NA	NA
"SNT.107402.4359"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.107402.4359"	"adp"	"တွင်"	18	1	NA	NA	NA
"SNT.107402.4359"	"adp"	"တွင်"	22	1	NA	NA	NA
"SNT.107402.4360"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.107402.4360"	"adp"	"၌"	16	1	NA	NA	NA
"SNT.107402.4368"	"adp"	"မှာ"	5	1	NA	NA	NA
"SNT.107402.4372"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.107402.4372"	"adp"	"မှာ"	14	1	NA	NA	NA
"SNT.107402.4373"	"adp"	"တွင်"	7	1	NA	NA	NA
"SNT.107402.4375"	"adp"	"မှာ"	10	1	NA	NA	NA
"SNT.107402.4375"	"adp"	"မှာ"	26	1	NA	NA	NA
"SNT.107402.4376"	"adp"	"မှာ"	11	1	NA	NA	NA
"SNT.107402.4380"	"adp"	"တွင်"	13	1	NA	NA	NA
"SNT.107402.4382"	"adp"	"မှာ"	4	1	NA	NA	NA
"SNT.107402.4382"	"adp"	"၌"	19	1	NA	NA	NA
"SNT.107402.4382"	"adp"	"တွင်"	45	1	NA	NA	NA
"SNT.272325.4384"	"adp"	"တွင်"	32	1	NA	NA	NA
"SNT.272325.4385"	"adp"	"တွင်"	10	1	NA	NA	NA
"SNT.272325.4385"	"adp"	"တွင်"	28	1	NA	NA	NA
"SNT.272325.4386"	"adp"	"၌"	18	1	NA	NA	NA
"SNT.272325.4386"	"adp"	"တွင်"	26	1	NA	NA	NA
