"value","value_pair","count"
"မှာ","အဓိက",2
"မှာ","အပြီး",2
"မှာ","အဖြစ်အပျက်",2
"မှာ","အဖွဲ့အစည်း",2
"မှာ","အဖော်",2
"မှာ","အများအပြား",2
"မှာ","အမြတ်အစွန်း",2
"မှာ","အမှု",2
"မှာ","အမေ",2
"မှာ","အရွယ်",2
"မှာ","အရှေ့",2
"မှာ","အဝေး",2
"မှာ","အသင်းတော်",2
"မှာ","အသုံးစရိတ်",2
"မှာ","အားကစား",2
"မှာ","အာဂျင်တီးနား",2
"မှာ","အာဏာပိုင်",2
"မှာ","အိမ်တော်",2
"မှာ","အီရန်",2
"မှာ","အေအမ်",2
"မှာ","အေအိုင်အက်ဖ်",2
"မှာ","အောက်တိုဘာ",2
"မှာ","အဲနေရာ",2
"မှာ","ဧပြီ",2
"မှာ","CAW",1
"မှာ","cbs2chicago.com",1
"မှာ","TMZ.com",1
"မှာ","ကက်ထရီနာ",1
"မှာ","ကင်းစဝေး",1
"မှာ","ကင်းဒမ်း",1
"မှာ","ကစားပွဲ",1
"မှာ","ကတိကဝတ်",1
"မှာ","ကန်ဒါဟာ",1
"မှာ","ကဘူး",1
"မှာ","ကဘူးလ်",1
"မှာ","ကမ္ဘာကြီး",1
"မှာ","ကမ္ဘာလုံး",1
"မှာ","ကယ်လီဖိုးနီးယား",1
"မှာ","ကျန်ဒေသ",1
"မှာ","ကျန်းမာရေးအခြေအနေ",1
"မှာ","ကျွန်းစု",1
"မှာ","ကျွန်းဆွယ်",1
"မှာ","ကျိုတို",1
"မှာ","ကျူးဘား",1
"မှာ","ကြည့်ရှုခွင့်",1
"မှာ","ကလက်စစ်",1
"မှာ","ကလေးပေါင်း",1
"မှာ","ကွင်းပြင်",1
"မှာ","ကွန်းပတ်",1
"မှာ","ကွန်ပျူတာ",1
"မှာ","ကွန်ယက်",1
"မှာ","ကွီလီရယ်လ်",1
"မှာ","ကာတန်",1
"မှာ","ကားဒစ်",1
"မှာ","ကာဒစ်ဖ်",1
"မှာ","ကိစ္စရပ်",1
"မှာ","ကိရိယာ",1
"မှာ","ကိုယ်စားလှယ်",1
"မှာ","ကိုယ်စားလှယ်လောင်း",1
"မှာ","ကိုယ်ဝန်ဆောင်ချိန်",1
"မှာ","ကိုရီးယား",1
"မှာ","ကိုလံဘီယာ",1
"မှာ","ကိုလီဆန်",1
"မှာ","ကီး",1
"မှာ","ကီဘူး",1
"မှာ","ကုန်",1
"မှာ","ကုန်ကျငွေ",1
"မှာ","ကုန်းမြင့်",1
"မှာ","ကုန်လှောင်ရုံ",1
"မှာ","ကုလသမဂ္ဂ",1
"မှာ","ကူးစက်တာ",1
"မှာ","ကူးသန်းရောင်းဝယ်ရေး",1
"မှာ","ကေကာ်နက်တီကတ်",1
"မှာ","ကေဘယ်ကြိုး",1
"မှာ","ကေအက်စ်အေအိပ်စ်",1
"မှာ","ကောင်းကင်ကြီး",1
"မှာ","ကောင်စီ",1
"မှာ","ကောင်စီဝင်လောင်း",1
"မှာ","ကောင်ရေ",1
"မှာ","ကောလာဟလ",1
"မှာ","ကော်ကာ",1
"မှာ","ကော်နယ်",1
"မှာ","ကော်ပိုရေးရှင်း",1
"မှာ","ကော်လ်လိုင်ရီ",1
"မှာ","ခဏအတွင်း",1
"မှာ","ခံနိုင်ရည်",1
"မှာ","ခန္ဓာကိုယ်",1
"မှာ","ချဒ်",1
"မှာ","ချန်ပီယံရှစ်",1
"မှာ","ချန်ဘရီနာ",1
"မှာ","ချီကာဂို",1
"မှာ","ချီဂမ်ဘူရာ",1
"မှာ","ချီတက်ဆန္ဒပြပွဲ",1
"မှာ","ချဲလ်ဆီး",1
"မှာ","ခရာဖို့ဒ်",1
"မှာ","ခရီးစဉ်",1
"မှာ","ခြံ",1
"မှာ","ခြေလှမ်း",1
"မှာ","ခုချိန်",1
"မှာ","ခုံသမာတိအဖွဲ့",1
"မှာ","ခေါင်း",1
"မှာ","ခေါင်းဆောင်",1
"မှာ","ခေါင်းမိုး",1
"မှာ","ဂဏန်း",1
"မှာ","ဂဒ်ဖ်",1
"မှာ","ဂျက်စ်",1
"မှာ","ဂျဇီရာ",1
"မှာ","ဂျာနယ်လစ်",1
"မှာ","ဂျာမနီ",1
"မှာ","ဂျီအမ်တီ",1
"မှာ","ဂျေပီအယ်လ်",1
"မှာ","ဂရမ့်",1
"မှာ","ဂြိုဟ်တု",1
"မှာ","ဂလမ်း",1
"မှာ","ဂါဇာ",1
"မှာ","ဂိတ်",1
"မှာ","ဂိတ်ဝ",1
"မှာ","ဂိမ်း",1
"မှာ","ဂိုဒေါင်",1
"မှာ","ဂိုးနယ်နမိတ်",1
"မှာ","ဂိုရ",1
"မှာ","ဂုရု",1
"မှာ","ဂူ",1
"မှာ","ဂူးဂဲလ်",1
"မှာ","ဂေဟာ",1
"မှာ","ဂေါ့",1
"မှာ","ဂေါက်",1
"မှာ","ဂေါ်ဒါ",1
"မှာ","ဃ",1
"မှာ","ငလျင်",1
"မှာ","ငွေကြေး",1
"မှာ","စ",1
"မှာ","စကား",1
"မှာ","စက္ကန့်",1
"မှာ","စက်ဘီး",1
"မှာ","စင်တာ",1
"မှာ","စင်တီမီတာ",1
"မှာ","စင်္ကာပူ",1
"မှာ","စစ်စခန်း",1
"မှာ","စစ်တမ်း",1
"မှာ","စစ်တိုးလိ",1
"မှာ","စစ်နည်းဗျူဟာ",1
"မှာ","စစ်မြေပြင်",1
"မှာ","စစ်သား",1
"မှာ","စည်းချက်",1
"မှာ","စည်းဝိုင်း",1
"မှာ","စတင်ချိန်",1
"မှာ","စတန်နီ",1
"မှာ","စတန်းဖို့စ်",1
"မှာ","စတာလင်ပေါင်",1
"မှာ","စတဲ",1
"မှာ","စန်နာ",1
"မှာ","စပိန်",1
"မှာ","စမစ်",1
"မှာ","စမ်းသပ်ခန်း",1
"မှာ","စွမ်းရည်",1
"မှာ","စွမ်းအား",1
"မှာ","စွယ်စုံကျမ်း",1
"မှာ","စာချုပ်",1
"မှာ","စာတမ်းငယ်",1
"မှာ","စာတိုက်",1
"မှာ","စားပွဲ",1
"မှာ","စာရွက်စာတမ်း",1
"မှာ","စာအုပ်",1
"မှာ","စိတ်ထား",1
"မှာ","စိတ်ဖိအား",1
"မှာ","စိတ်ဝိညာဥ်",1
"မှာ","စိန့်ကတ်သရင်း",1
"မှာ","စိုက်ပျိုးရေး",1
"မှာ","စီဒီတီ",1
"မှာ","စီရင်စု",1
"မှာ","ဆက်ဆံရေး",1
"မှာ","ဆက်သွယ်ရေး",1
"မှာ","ဆင်ဆာ",1
"မှာ","ဆစ်",1
"မှာ","ဆစ်ဒနီ",1
"မှာ","ဆန္ဒနယ်",1
"မှာ","ဆန့်ကျင်ရေး",1
"မှာ","ဆန်ဖရန်စစ္စကို",1
"မှာ","ဆယ်ကျော်သက်",1
"မှာ","ဆယ်စုနှစ်",1
"မှာ","ဆရာဝန်",1
"မှာ","ဆွန်း",1
"မှာ","ဆွန်ချီ",1
"မှာ","ဆိပ်ကမ်း",1
"မှာ","ဆိုင်းဘုတ်",1
"မှာ","ဆိုင်မွန်",1
"မှာ","ဆိုလိုရင်း",1
"မှာ","ဆိုလိုသည်",1
"မှာ","ဆီး",1
"မှာ","ဆီးနှင်း",1
"မှာ","ဆီးရီးယား",1
"မှာ","ဆု",1
"မှာ","ဆူဗား",1
"မှာ","ဆူဘာ",1
"မှာ","ဆူးလ်",1
"မှာ","ဆေးရုံကြီး",1
"မှာ","ဆေးဝါး",1
"မှာ","ဆဲဗင်းအက်စ်",1
"မှာ","ဇင်ဘာဘွေ",1
"မှာ","ဇနီး",1
"မှာ","ဇန်နဝါရီ",1
"မှာ","ဇာစ်မြစ်",1
"မှာ","ဇာတ်ညွှန်းရေးဆရာ",1
"မှာ","ဇာတ်ရုံ",1
"မှာ","ဇူလီယာ",1
"မှာ","ညနေခင်း",1
"မှာ","ညနေပိုင်း",1
"မှာ","ညဦး",1
"မှာ","ညာဖက်",1
"မှာ","ဋ္ဌာန",1
"မှာ","တကယ်တမ်း",1
"မှာ","တက်မ",1
"မှာ","တင်ပြပွဲ",1
"မှာ","တင်းမာနေချိန်",1
"မှာ","တစ်-နေ့",1
"မှာ","တစ်ကိုယ်ရည်",1
"မှာ","တစ်ခုခု",1
"မှာ","တစ်စိတ်တစ်ပိုင်း",1
"မှာ","တစ်နေ့နေ့",1
"မှာ","တစ်ဖက်",1
"မှာ","တစ်ဝန်း",1
"မှာ","တည်ငြိမ်ရေး",1
"မှာ","တည်ဆောက်နေချိန်",1
"မှာ","တည့်တည့်",1
"မှာ","တည်နေရာ",1
"မှာ","တည်ရာ",1
"မှာ","တန်း",1
"မှာ","တပ်စခန်း",1
"မှာ","တပ်စု",1
"မှာ","တပ်မတော်",1
"မှာ","တဖက်",1
"မှာ","တရားလွှတ်တော်ချုပ်",1
"မှာ","တရားလို",1
"မှာ","တဝိုက်",1
"မှာ","တွင်းပိုင်း",1
"မှာ","တွန်းအား",1
"မှာ","တသက်တာ",1
"မှာ","တားမြစ်ကုန်",1
"မှာ","တာဝေး",1
"မှာ","တိတ်ခွေ",1
"မှာ","တိုး",1
"မှာ","တိုကျို",1
"မှာ","တိုက်စစ်",1
"မှာ","တိုက်ပွဲ",1
"မှာ","တိုင်ကြားစာ",1
"မှာ","တိုင်ကီ",1
"မှာ","တိုင်းတပါး",1
"မှာ","တိုင်းမ်",1
"မှာ","တိုးတာချက်",1
"မှာ","တိုးမြှင့်လစာ",1
"မှာ","တိုရွန်တို",1
"မှာ","တီးစိုက်",1
"မှာ","တူးဆော့",1
"မှာ","တူးမြောင်း",1
"မှာ","တူရကီ",1
"မှာ","တောင်ထိပ်",1
"မှာ","တော့အာ",1
"မှာ","ထရပ်ကား",1
"မှာ","ထရမ်",1
"မှာ","ထရီဘက်",1
"မှာ","ထွက်ပေါက်",1
"မှာ","ထွက်လာချိန်",1
"မှာ","ထိပ်",1
"မှာ","ထိပ်ဖျား",1
"မှာ","ထု",1
"မှာ","ထုတ်ကုန်",1
"မှာ","ထူတောင်ရေး",1
"မှာ","ထောင်သား",1
"မှာ","ဒက်ဘလင်",1
"မှာ","ဒဗလျုအက်ဖ်အယ်အေ",1
"မှာ","ဒဗလျူစီဒဗလျူ",1
"မှာ","ဒမစကတ်ဒ်",1
"မှာ","ဒရိုင်ဘာ",1
"မှာ","ဒါဖါ",1
"မှာ","ဒါဘာဇ်",1
"မှာ","ဒိန်းမတ်",1
"မှာ","ဒီ",1
"မှာ","ဒီစီ",1
"မှာ","ဒီရာသီ",1
"မှာ","ဒီအမ်ဇာတ်",1
"မှာ","ဒုတိယ-ဗိုလ်လုပွဲ",1
"မှာ","ဒုတိယပိုင်း",1
"မှာ","ဒေတာ",1
"မှာ","ဒေသတွင်း",1
"မှာ","ဒေါင်နာ",1
"မှာ","ဓားစားခံ",1
"မှာ","ဓာတ်ပုံ",1
"မှာ","ဓားပြ",1
"မှာ","နည်းစနစ်",1
"မှာ","နည်းပညာ",1
"မှာ","နံပါတ်",1
"မှာ","နမူနာ",1
"မှာ","နယူး",1
"မှာ","နယ်",1
"မှာ","နယ်စပ်",1
"မှာ","နယ်နမိတ်",1
"မှာ","နှင်း",1
"မှာ","နှစ်ပေါင်း",1
"မှာ","နှစ်မြှုပ်",1
"မှာ","နား",1
"မှာ","နာဗားဒါ",1
"မှာ","နာရီပိုင်း",1
"မှာ","နိုင်ငံရပ်ခြား",1
"မှာ","နိုင်ငံသား",1
"မှာ","နိုဝင်ဘာ",1
"မှာ","နေ့ကလေးထိန်းကျောင်း",1
"မှာ","နေချိန်",1
"မှာ","နေ့ရက်",1
"မှာ","နေရှင်",1
"မှာ","နေရာလွတ်",1
"မှာ","နေ့လည်",1
"မှာ","နောက်ကွယ်",1
"မှာ","နောက်ဆက်တွဲ",1
"မှာ","နောက်ဆုတ်",1
"မှာ","နော်ဝေး",1
"မှာ","ပင်နယ်တီ",1
"မှာ","ပင်လယ်အော်",1
"မှာ","ပစိဖိတ်",1
"မှာ","ပညာ",1
"မှာ","ပညာကြားခွင့်",1
"မှာ","ပညာပေးရေး",1
"မှာ","ပညာရေး",1
"မှာ","ပဋိပက္ခ",1
"မှာ","ပန်ဂါ",1
"မှာ","ပရိသတ်",1
"မှာ","ပရိုဂရမ်",1
"မှာ","ပြခဲ့ချိန်",1
"မှာ","ပြင်ဆင်နေချိန်",1
"မှာ","ပြင်ပ",1
"မှာ","ပြင်သစ်-ကေအန်လ်အမ်",1
"မှာ","ပြစ်ဒဏ်",1
"မှာ","ပြည်သူလူထု",1
"မှာ","ပြန်တမ်း",1
"မှာ","ပြာ",1
"မှာ","ပြုပြင်ရာ",1
"မှာ","ပြူတင်းပေါက်",1
"မှာ","ပြေစာ",1
"မှာ","ပြောကြားချက်",1
"မှာ","ပွဲတော်",1
"မှာ","ပွဲဦးထွက်",1
"မှာ","ပါကစ္စတန်",1
"မှာ","ပါလက်စတိုင်း",1
"မှာ","ပိုက်",1
"မှာ","ပိုင်ရှင်",1
"မှာ","ပို့စ်",1
"မှာ","ပိုလီနေးရှား",1
"မှာ","ပို့အယူပရင့်စ်",1
"မှာ","ပီ.အမ်",1
"မှာ","ပီတာစဘတ်",1
"မှာ","ပီအမ်",1
"မှာ","ပုပ်ရဟန်းမင်းကြီး",1
"မှာ","ပုံမှန်",1
"မှာ","ပေ",1
"မှာ","ပေးချက်",1
"မှာ","ပေးရာ",1
"မှာ","ပေါင်",1
"မှာ","ပေါလ်",1
"မှာ","ပေါ်",1
"မှာ","ပေါ်လစီ",1
"မှာ","ဖင်လန်",1
"မှာ","ဖယ်ရီ",1
"မှာ","ဖြစ်စဥ်",1
"မှာ","ဖြည့်စွက်ချက်",1
"မှာ","ဖလား",1
"မှာ","ဖလူဂျ",1
"မှာ","ဖွံ့ဖြိုးတိုးတက်ရေး",1
"မှာ","ဖွဲ့စည်းပုံ",1
"မှာ","ဖိလစ်ပိုင်",1
"မှာ","ဖီလာဒဲဖီးယား",1
"မှာ","ဖုန်း",1
"မှာ","ဖူ့နာ",1
"မှာ","ဖေ့ဒ်",1
"မှာ","ဖောက်သည်",1
"မှာ","ဖော်ထုတ်ရာ",1
"မှာ","ဖော်ရမ်",1
"မှာ","ဗစ်တိုးရီးယား",1
"မှာ","ဗွီဒီယူပီ",1
"မှာ","ဗာဂျီးနီးယား",1
"မှာ","ဗိုရိုနင်",1
"မှာ","ဗုံးဆန်",1
"မှာ","ဗုဒ္ဓဘာသာဝင်",1
"မှာ","ဘက်ကဒတ်",1
"မှာ","ဘက်ခြမ်း",1
"မှာ","ဘက်စ်ကား",1
"မှာ","ဘက်ဖို့ရှိုင်းယား",1
"မှာ","ဘဏ္ဍာရေး",1
"မှာ","ဘတ်ဂျက်",1
"မှာ","ဘယန့်ဒ်",1
"မှာ","ဘယ်ရီ",1
"မှာ","ဘယ်လ်ဂျီယမ်",1
"မှာ","ဘရင့်",1
"မှာ","ဘရစ်ခ်ျ",1
"မှာ","ဘရစ်တွန်",1
"မှာ","ဘရစ်အမ်",1
"မှာ","ဘရွန်စ်",1
"မှာ","ဘရောင်း",1
"မှာ","ဘွတ်ရှ်",1
"မှာ","ဘွရှ်",1
"မှာ","ဘာကွာ",1
"မှာ","ဘာတီကန်",1
"မှာ","ဘာနို",1
"မှာ","ဘာမင်ဂန်",1
"မှာ","ဘာရိန်း",1
"မှာ","ဘာရီ",1
"မှာ","ဘာသာ",1
"မှာ","ဘာသာရပ်",1
"မှာ","ဘိုလ်လာဒ်",1
"မှာ","ဘီ",1
"မှာ","ဘီဇလီ",1
"မှာ","ဘီယာ",1
"မှာ","ဘီလီယံ",1
"မှာ","ဘုရှ်",1
"မှာ","ဘူဒါပက်စ်",1
"မှာ","ဘေး",1
"မှာ","ဘေဂျင်း",1
"မှာ","ဘောက်စ်",1
"မှာ","ဘော့စ်နီးယား",1
"မှာ","ဘော်နီယို",1
"မှာ","မက်ကာနီ",1
"မှာ","မက်ကာနေ",1
"မှာ","မက်ဆုဒ်",1
"မှာ","မက်ရန်",1
"မှာ","မစင်",1
"မှာ","မစ်ဆိုရီ",1
"မှာ","မစ်ဒ်လန်းဒ်",1
"မှာ","မစ်ရှင်",1
"မှာ","မနက်ခင်း",1
"မှာ","မနက်ပိုင်း",1
"မှာ","မနေ့",1
"မှာ","မန်ဒိုဇာ",1
"မှာ","မန်နေဂျာချုပ်",1
"မှာ","မျက်နှာ",1
"မှာ","မျက်နှာပြင်",1
"မှာ","မျက်မှောက်",1
"မှာ","မျိုးကွဲ",1
"မှာ","မရန်ဒါလိခ်",1
"မှာ","မြင်ကွင်း",1
"မှာ","မြစ်ဆုံ",1
"မှာ","မြေ",1
"မှာ","မြေဩဇာ",1
"မှာ","မြောက်ဘက်",1
"မှာ","မွန်းတည့်",1
"မှာ","မွန်တီစီတို",1
"မှာ","မွန်ထရီ",1
"မှာ","မွန်းလွဲပိုင်း",1
"မှာ","မွေးနေ့",1
"မှာ","မှတ်ချက်",1
"မှာ","မှတ်စု",1
"မှာ","မှတ်ပုံတင်",1
"မှာ","မာစတာချက်ဖ်",1
"မှာ","မာနာနာ",1
"မှာ","မာရေးဖီး",1
"မှာ","မိခင်",1
"မှာ","မိချောင်ဂိုင်",1
"မှာ","မိန်းမ",1
"မှာ","မိဘ",1
"မှာ","မိုင်",1
"မှာ","မိုဇက်ကာ",1
"မှာ","မိုရိုကို",1
"မှာ","မိုးရေချိန်",1
"မှာ","မီးခိုး",1
"မှာ","မီးတောက်",1
"မှာ","မီးတောင်",1
"မှာ","မီလန်",1
"မှာ","မုန့်",1
"မှာ","မူဆာဗီ",1
"မှာ","မူးယစ်ဆေးဝါး",1
"မှာ","မူရင်း",1
"မှာ","မေ",1
"မှာ","မေးခဲ့ချိန်",1
"မှာ","မေးမြန်းချက်",1
"မှာ","မေးမြန်းချိန်",1
"မှာ","မေးရိုး",1
"မှာ","မော",1
"မှာ","မော်ဂန်",1
"မှာ","မဲ",1
"မှာ","မဲဆန္ဒ",1
"မှာ","မဲပုံး",1
"မှာ","မဲလ်လစ်ခ်",1
"မှာ","ယှဉ်ပြိုင်သူ",1
"မှာ","ယိုဂျာကာတာ",1
"မှာ","ယူအက်စ်",1
"မှာ","ယူအက်စ်ဒီအေ",1
"မှာ","ယူအိုဒဘလျူ",1
"မှာ","ယောက်ျားလေး",1
"မှာ","ရက်ဒီ",1
"မှာ","ရက်သတ္တပတ်",1
"မှာ","ရည်မှန်းထားချက်",1
"မှာ","ရထား",1
"မှာ","ရပ်ဝန်း",1
"မှာ","ရမှတ်",1
"မှာ","ရရှိခဲ့ချိန်",1
"မှာ","ရလာချိန်",1
"မှာ","ရွန်မ်နီ",1
"မှာ","ရွာ",1
"မှာ","ရွာသား",1
"မှာ","ရဟတ်ယာဉ်",1
"မှာ","ရဟူး",1
"မှာ","ရှပ်",1
"မှာ","ရှုထောင့်",1
"မှာ","ရာစု",1
"မှာ","ရို့",1
"မှာ","ရိုစန်",1
"မှာ","ရိုမေးနီးယား",1
"မှာ","ရီဗယ်စတုတ်",1
"မှာ","ရုံးခန်း",1
"မှာ","ရုပ်ထု",1
"မှာ","ရုပ်ပုံ",1
"မှာ","ရုပ်မြင်သံကြား",1
"မှာ","ရုရှား",1
"မှာ","ရေခဲ",1
"မှာ","ရေ့စ်",1
"မှာ","ရေတပ်ဌာနချုပ်",1
"မှာ","ရေဒီယို",1
"မှာ","ရေနံ",1
"မှာ","ရေပြင်",1
"မှာ","ရောကွန်ဘ်",1
"မှာ","ရောက်ရှိလာချိန်",1
"မှာ","ရောဂါ",1
"မှာ","ရော့ဝဲလ်",1
"မှာ","ရော်နယ်ဒို",1
"မှာ","လက်ကောက်ဝတ်",1
"မှာ","လက်တွေ့",1
"မှာ","လက်ထပ်ရေး",1
"မှာ","လက်ပစ်ဗုံး",1
"မှာ","လက်မှတ်",1
"မှာ","လက်ရွေးစင်",1
"မှာ","လက်ရွေးစဉ်",1
"မှာ","လင်္ကာ",1
"မှာ","လစ်တ်ဗင်နကို",1
"မှာ","လစ်ဘနွန်",1
"မှာ","လည်ချောင်း",1
"မှာ","လန်ဒီ",1
"မှာ","လမ်းကွေ့",1
"မှာ","လမ်းခွဲ",1
"မှာ","လမ်းစဉ်",1
"မှာ","လမ်းဆုံလမ်းခွ",1
"မှာ","လမ်းထောင့်",1
"မှာ","လမ်းပေါ်",1
"မှာ","လမ်းမ",1
"မှာ","လယ်ယာ",1
"မှာ","လျှပ်စစ်",1
"မှာ","လျှောက်လွှာတင်ချိန်",1
"မှာ","လွတ်မြောက်ရေး",1
"မှာ","လွတ်လပ်ရေး",1
"မှာ","လှိုင်း",1
"မှာ","လှေ",1
"မှာ","လှေကား",1
"မှာ","လှေကားခွင်",1
"မှာ","လှောင်အိမ်",1
"မှာ","လာဘ်",1
"မှာ","လိင်ဆက်ဆံတာ",1
"မှာ","လီယိုနီဆာ",1
"မှာ","လုပ်ကွက်",1
"မှာ","လုပ်ငန်းခွင်",1
"မှာ","လုပ်ငန်းစဥ်",1
"မှာ","လုပ်ဆောင်ရာ",1
"မှာ","လုပ်ထုံးလုပ်နည်း",1
"မှာ","လုပ်ရပ်",1
"မှာ","လုပ်အားခ",1
"မှာ","လူငယ်",1
"မှာ","လူစုလူဝေး",1
"မှာ","လူထု",1
"မှာ","လူမျိုးရေး",1
"မှာ","လူမှုအစည်းအဝေး",1
"မှာ","လူးဝစ်",1
"မှာ","လူအုပ်စု",1
"မှာ","လေ",1
"မှာ","လေပြင်း",1
"မှာ","လေယာဥ်",1
"မှာ","လေလံပွဲ",1
"မှာ","လောက",1
"မှာ","လော်ရီ",1
"မှာ","ဝက်ဆိုက်",1
"မှာ","ဝက်ဘ်ဆိုက်",1
"မှာ","ဝက်ရှ်",1
"မှာ","ဝစ်ဂ်",1
"မှာ","ဝစ်စလေ",1
"မှာ","ဝဘ်ဆိုဒ်",1
"မှာ","ဝရမ်းပြေး",1
"မှာ","ဝါရှင်တန်",1
"မှာ","ဝါးလ်ဒ်",1
"မှာ","ဝိုင်ဟောက်",1
"မှာ","ဝိုလောင်းဂွန်",1
"မှာ","ဝီကီလိစ်",1
"မှာ","ဝေး",1
"မှာ","ဝေဖန်ချက်",1
"မှာ","သက်ဆိုင်ရာ",1
"မှာ","သက်မွေးအလုပ်",1
"မှာ","သင်း",1
"မှာ","သင်ရိုးညွှန်းတမ်း",1
"မှာ","သင်္ချိုင်းဂူ",1
"မှာ","သင်္ဘောသား",1
"မှာ","သစ်ပင်",1
"မှာ","သတင်းစကား",1
"မှာ","သတင်းစာဆရာ",1
"မှာ","သတ္တဝါ",1
"မှာ","သတ္တုဒြပ်စင်",1
"မှာ","သန်းခေါင်",1
"မှာ","သန့်စင်ခန်း",1
"မှာ","သမ္မကျမ်းစာ",1
"မှာ","သမ္မတ",1
"မှာ","သမ္မတစနစ်",1
"မှာ","သွင်ပြင်",1
"မှာ","သွေး",1
"မှာ","သံသယ",1
"မှာ","သား",1
"မှာ","သာဓက",1
"မှာ","သိုလှောင်ကုန်",1
"မှာ","သိုလှောင်ရုံ",1
"မှာ","သီတင်း",1
"မှာ","သီရိလင်္ကာ",1
"မှာ","သုံးသပ်ချက်",1
"မှာ","သူပုန်",1
"မှာ","သူမကိုယ်သူမ",1
"မှာ","သူလျှို",1
"မှာ","သောင်တင်နေခဲ့ချိန်",1
"မှာ","ဟက်ဂစ်",1
"မှာ","ဟန်လီ",1
"မှာ","ဟန်လေ",1
"မှာ","ဟန်းဝပ်ဒ်",1
"မှာ","ဟပ်ဒူး",1
"မှာ","ဟမ်မီတန်",1
"မှာ","ဟမ်ရှိင်းယား",1
"မှာ","ဟာဒီ",1
"မှာ","ဟိုက်",1
"မှာ","ဟိုင်တီ",1
"မှာ","ဟိုတယ်",1
"မှာ","ဟီရိုရှီးမား",1
"မှာ","ဟီးလ်စ်",1
"မှာ","ဟီးသရိုး",1
"မှာ","ဟူးရ်",1
"မှာ","ဟေတီ",1
"မှာ","ဟောကိန်း",1
"မှာ","ဟောင်ကောင်",1
"မှာ","ဟောလ်ဝေ့ခ်ျ",1
"မှာ","ဟော်ကီ",1
"မှာ","အကျဉ်းချုပ်",1
"မှာ","အကျိုးခံစားခွင့်",1
"မှာ","အကျိုးဆက်",1
"မှာ","အကျိုးဆက်ရလာဒ်",1
"မှာ","အကျိုးရလဒ်",1
"မှာ","အကျော်",1
"မှာ","အကြံ",1
"မှာ","အကြပ်အတည်း",1
"မှာ","အကြပ်အတဲ",1
"မှာ","အကြံအစည်",1
"မှာ","အကြောင်းအရင်း",1
"မှာ","အကွေ့",1
"မှာ","အကူအညီ",1
"မှာ","အကောင်",1
"မှာ","အက်စ်ပရန်တို",1
"မှာ","အက်ဖ်အက်ဖ်အေ",1
"မှာ","အက်ဘလ်လင်န်",1
"မှာ","အက်ရှ်",1
"မှာ","အက်ဥပဒေ",1
"မှာ","အခင်း",1
"မှာ","အချီ",1
"မှာ","အခြမ်း",1
"မှာ","အခြေခံ",1
"မှာ","အခြေအနေမျိုး",1
"မှာ","အခိုက်အတန့်",1
"မှာ","အင်ဂျင်",1
"မှာ","အင်ဒိုနီးရှား",1
"မှာ","အင်းဘရက်",1
"မှာ","အင်အား",1
"မှာ","အစဉ်",1
"မှာ","အစွန်း",1
"မှာ","အစွန်ဆုံး",1
"မှာ","အစိတ်အပိုင်း",1
"မှာ","အစု",1
"မှာ","အစုံလိုက်",1
"မှာ","အစ္စရေး",1
"မှာ","အဆက်သွယ်",1
"မှာ","အဆင့်တိုင်း",1
"မှာ","အဆင့်အတန်း",1
"မှာ","အဆိုပြုလွှာ",1
"မှာ","အဆောက်အဦး",1
"မှာ","အဌမ",1
"မှာ","အတွင်းပိုင်း",1
"မှာ","အတားအဆီး",1
"မှာ","အတောတွင်း",1
"မှာ","အတော်",1
"မှာ","အတ်ကင်စ်",1
"မှာ","အထင်မြင်မှား",1
"မှာ","အထွက်နှုန်း",1
"မှာ","အဓိပ္ပာယ်",1
"မှာ","အနက်",1
"မှာ","အနက်ရောင်",1
"မှာ","အနည်းဆုံး",1
"မှာ","အနှံ့အပြား",1
"မှာ","အနှေးယဉ်",1
"မှာ","အနာပိုလိစ်",1
"မှာ","အနိုင်",1
"မှာ","အနိုင်အရှုံး",1
"မှာ","အနီးနား",1
"မှာ","အနောက်ဘက်",1
"မှာ","အန်ဗာရွန်းစ်",1
"မှာ","အန်ဝိုင်အက်အီး",1
"မှာ","အန်အက်ဖ်အယ်လ်",1
"မှာ","အပစ်ခတ်",1
"မှာ","အပျက်အစီး",1
"မှာ","အပြင်",1
"မှာ","အပြင်ပန်း",1
"မှာ","အပြန်",1
"မှာ","အပြေး",1
"မှာ","အပြောင်းအလဲ",1
"မှာ","အပါအဝင်",1
"မှာ","အပိုချိန်",1
"မှာ","အပိုင်းအခြား",1
"မှာ","အပေါက်",1
"မှာ","အမည်",1
"မှာ","အများ",1
"မှာ","အများဆုံး",1
"မှာ","အများပြည်သူ",1
"မှာ","အများရှေ့",1
"မှာ","အမြင့်",1
"မှာ","အမြစ်",1
"မှာ","အမှတ်စာရင်း",1
"မှာ","အမှတ်အသား",1
"မှာ","အမှန်",1
"မှာ","အမှုကိစ္စ",1
"မှာ","အမှုဆောင်",1
"မှာ","အမိန့်စာ",1
"မှာ","အမေဇုန်",1
"မှာ","အယူခံ",1
"မှာ","အယူအဆ",1
"မှာ","အယ်ဒါမာ့စ်တန်",1
"မှာ","အယ်လ်ပီ",1
"မှာ","အယ်အိုင်အာအာ",1
"မှာ","အရင်းအမြစ်",1
"မှာ","အရည်အချင်း",1
"မှာ","အရှည်",1
"မှာ","အရှိန်",1
"မှာ","အရှေ့ဘက်",1
"မှာ","အရာဝတ္တု",1
